index,ys,fs,parent_a,parent_b
145,0.778916597366333,0.8086332082748413,604 原始基因（图节点 #445）,604 原始基因（图节点 #22）
146,1.152557134628296,1.0860594511032104,604 原始基因（图节点 #537）,604 原始基因（图节点 #143）
147,0.7677294015884399,0.7843122482299805,604 原始基因（图节点 #537）,604 原始基因（图节点 #143）
148,1.786397099494934,1.3822877407073975,604 原始基因（图节点 #435）,604 原始基因（图节点 #455）
149,1.6949819326400757,0.9135783910751343,604 原始基因（图节点 #435）,604 原始基因（图节点 #455）
150,0.7802450656890869,0.7554936408996582,604 原始基因（图节点 #331）,604 原始基因（图节点 #516）
151,1.109005093574524,0.320051372051239,604 原始基因（图节点 #331）,604 原始基因（图节点 #516）
152,0.657450258731842,0.5844964385032654,604 原始基因（图节点 #502）,604 原始基因（图节点 #260）
153,0.5464389324188232,0.4766012132167816,604 原始基因（图节点 #502）,604 原始基因（图节点 #260）
154,1.3399027585983276,0.7042516469955444,604 原始基因（图节点 #208）,604 原始基因（图节点 #272）
155,1.621671438217163,0.3562498092651367,604 原始基因（图节点 #208）,604 原始基因（图节点 #272）
156,0.775042712688446,1.2785073518753052,604 原始基因（图节点 #450）,604 原始基因（图节点 #539）
157,0.6813175678253174,1.7378920316696167,604 原始基因（图节点 #450）,604 原始基因（图节点 #539）
158,0.5199854373931885,1.0051312446594238,604 原始基因（图节点 #130）,604 原始基因（图节点 #558）
159,1.1263031959533691,1.2942469120025635,604 原始基因（图节点 #130）,604 原始基因（图节点 #558）
160,0.5904068350791931,0.4157963991165161,604 原始基因（图节点 #221）,604 原始基因（图节点 #349）
161,1.1598221063613892,2.3557090759277344,604 原始基因（图节点 #221）,604 原始基因（图节点 #349）
162,1.3288315534591675,0.6808880567550659,604 原始基因（图节点 #592）,604 原始基因（图节点 #45）
163,1.6929033994674683,1.0985525846481323,604 原始基因（图节点 #592）,604 原始基因（图节点 #45）
164,0.7014251351356506,0.8936474323272705,604 原始基因（图节点 #254）,604 原始基因（图节点 #602）
165,0.5386461019515991,2.1303672790527344,604 原始基因（图节点 #254）,604 原始基因（图节点 #602）
166,0.9111744165420532,2.7394464015960693,604 原始基因（图节点 #433）,604 原始基因（图节点 #329）
167,0.566597580909729,0.23257966339588165,604 原始基因（图节点 #433）,604 原始基因（图节点 #329）
168,0.6667781472206116,0.46354860067367554,604 原始基因（图节点 #601）,604 原始基因（图节点 #254）
169,0.7428696751594543,1.2449822425842285,604 原始基因（图节点 #601）,604 原始基因（图节点 #254）
170,1.3528163433074951,0.497400164604187,604 原始基因（图节点 #490）,604 原始基因（图节点 #100）
171,1.6413856744766235,1.0316475629806519,604 原始基因（图节点 #490）,604 原始基因（图节点 #100）
172,0.7259541749954224,0.16156740486621857,604 原始基因（图节点 #139）,604 原始基因（图节点 #424）
173,1.1692878007888794,1.2688151597976685,604 原始基因（图节点 #139）,604 原始基因（图节点 #424）
174,0.5964938998222351,0.20335273444652557,604 原始基因（图节点 #279）,604 原始基因（图节点 #121）
175,1.1590489149093628,1.0557103157043457,604 原始基因（图节点 #279）,604 原始基因（图节点 #121）
176,1.2295920848846436,0.28695082664489746,604 原始基因（图节点 #54）,604 原始基因（图节点 #52）
177,1.4334739446640015,0.5593768358230591,604 原始基因（图节点 #54）,604 原始基因（图节点 #52）
178,1.11510169506073,0.3709779381752014,604 原始基因（图节点 #540）,604 原始基因（图节点 #68）
179,1.1055535078048706,0.4864840507507324,604 原始基因（图节点 #540）,604 原始基因（图节点 #68）
180,0.6794857978820801,0.8566994667053223,604 原始基因（图节点 #572）,604 原始基因（图节点 #401）
181,0.6149084568023682,0.566291868686676,604 原始基因（图节点 #572）,604 原始基因（图节点 #401）
182,1.3659576177597046,0.5090954303741455,604 原始基因（图节点 #573）,604 原始基因（图节点 #53）
183,0.6479124426841736,1.5531032085418701,604 原始基因（图节点 #573）,604 原始基因（图节点 #53）
184,0.5567241907119751,1.6351748704910278,604 原始基因（图节点 #411）,604 原始基因（图节点 #108）
185,1.3777737617492676,0.5029546022415161,604 原始基因（图节点 #411）,604 原始基因（图节点 #108）
186,0.7255145311355591,1.176916241645813,604 原始基因（图节点 #275）,604 原始基因（图节点 #301）
187,0.5817895531654358,0.8225369453430176,604 原始基因（图节点 #275）,604 原始基因（图节点 #301）
188,0.9812268018722534,0.6499011516571045,604 原始基因（图节点 #331）,604 原始基因（图节点 #285）
189,1.081984043121338,0.920577883720398,604 原始基因（图节点 #331）,604 原始基因（图节点 #285）
190,1.6059895753860474,0.651688814163208,604 原始基因（图节点 #6）,604 原始基因（图节点 #602）
191,0.5934652090072632,1.9575997591018677,604 原始基因（图节点 #6）,604 原始基因（图节点 #602）
192,1.3566585779190063,0.5313612222671509,604 原始基因（图节点 #77）,604 原始基因（图节点 #167）
193,1.7095445394515991,0.6765544414520264,604 原始基因（图节点 #77）,604 原始基因（图节点 #167）
194,0.5089654922485352,1.4354139566421509,604 原始基因（图节点 #240）,604 原始基因（图节点 #37）
195,1.3450038433074951,0.6593171954154968,604 原始基因（图节点 #240）,604 原始基因（图节点 #37）
196,0.4489232301712036,1.2139090299606323,604 原始基因（图节点 #74）,604 原始基因（图节点 #367）
197,0.9624171853065491,0.49979525804519653,604 原始基因（图节点 #74）,604 原始基因（图节点 #367）
198,0.9545314311981201,0.789905309677124,604 原始基因（图节点 #157）,604 原始基因（图节点 #68）
199,1.1619893312454224,0.3956282436847687,604 原始基因（图节点 #157）,604 原始基因（图节点 #68）
200,0.6197338700294495,1.793868899345398,604 原始基因（图节点 #24）,604 原始基因（图节点 #311）
201,1.509661078453064,0.6695367097854614,604 原始基因（图节点 #24）,604 原始基因（图节点 #311）
202,0.6362224221229553,2.244619607925415,604 原始基因（图节点 #373）,604 原始基因（图节点 #360）
203,1.1999627351760864,0.7202920317649841,604 原始基因（图节点 #373）,604 原始基因（图节点 #360）
204,0.5457773208618164,1.00813627243042,604 原始基因（图节点 #405）,604 原始基因（图节点 #518）
205,1.3518866300582886,0.6247988939285278,604 原始基因（图节点 #405）,604 原始基因（图节点 #518）
206,0.5291838049888611,1.0084501504898071,604 原始基因（图节点 #518）,604 原始基因（图节点 #25）
207,0.5364470481872559,0.4488911032676697,604 原始基因（图节点 #518）,604 原始基因（图节点 #25）
208,1.2450220584869385,0.3006260097026825,604 原始基因（图节点 #216）,604 原始基因（图节点 #184）
209,0.7079017758369446,0.6233959794044495,604 原始基因（图节点 #216）,604 原始基因（图节点 #184）
210,0.566741943359375,1.0209519863128662,604 原始基因（图节点 #408）,604 原始基因（图节点 #210）
211,1.469906210899353,0.4557695984840393,604 原始基因（图节点 #408）,604 原始基因（图节点 #210）
212,0.7764159440994263,1.4890649318695068,604 原始基因（图节点 #307）,604 原始基因（图节点 #574）
