timestamp,round,epochs_done,train_mae_fs,val_mae_fs,train_mae_ys,val_mae_ys,worst_val_node,best_train_node,worst_rel_pct,best_rel_pct,curate_count_after,phase,mask_op,batch_k,effective_k,worst_nodes,best_nodes,elapsed_sec
2026-05-20 03:16:43,100,100,0.06890823,0.05235907,0.05302615,0.04218214,569,553,25.48681641,0.05627777,50,exchange,exchange,1,1,569,553,29.1252
2026-05-20 03:17:12,101,100,0.07238097,0.05220303,0.05169141,0.04426872,11,254,22.16147041,0.36970231,50,exchange,exchange,1,1,11,254,29.1411
2026-05-20 03:17:42,102,100,0.06926212,0.05661635,0.05214055,0.04071666,159,388,28.01339149,0.15709697,50,exchange,exchange,1,1,159,388,29.1444
2026-05-20 03:18:11,103,100,0.06900173,0.05210201,0.05354080,0.04588892,151,497,28.67509842,0.58946252,50,exchange,exchange,1,1,151,497,29.1427
2026-05-20 03:18:40,104,100,0.07028664,0.04882284,0.05167836,0.03992933,157,230,22.46518326,0.64239043,50,exchange,exchange,1,1,157,230,29.1463
2026-05-20 03:19:09,105,100,0.06861930,0.04939972,0.05030749,0.03989964,82,361,23.52098656,0.76843244,50,exchange,exchange,1,1,82,361,29.2597
2026-05-20 03:19:38,106,100,0.06961326,0.04747466,0.05232645,0.04024409,161,66,23.86148453,0.14578837,50,exchange,exchange,1,1,161,66,29.1304
2026-05-20 03:20:07,107,100,0.07145210,0.05048415,0.05303640,0.04132662,520,510,25.02264786,0.42797798,50,exchange,exchange,1,1,520,510,29.1770
2026-05-20 03:20:37,108,100,0.07053588,0.04797972,0.05059169,0.04188078,433,563,20.52600479,0.59519339,50,exchange,exchange,1,1,433,563,29.1151
2026-05-20 03:21:06,109,100,0.07166281,0.04720562,0.05055846,0.03801020,89,255,21.14501762,0.19709490,50,exchange,exchange,1,1,89,255,29.1420
2026-05-20 03:21:35,110,100,0.06826653,0.04960043,0.05201154,0.03781877,507,222,22.71976089,0.56850713,50,exchange,exchange,1,1,507,222,29.1519
2026-05-20 03:22:04,111,100,0.07318251,0.04386851,0.04974271,0.03940921,535,416,22.31591034,0.87964940,50,exchange,exchange,1,1,535,416,29.1577
2026-05-20 03:22:33,112,100,0.07479472,0.04621562,0.05097394,0.04069531,461,369,19.48446655,0.69061112,50,exchange,exchange,1,1,461,369,29.1365
2026-05-20 03:23:02,113,100,0.07035808,0.04592008,0.04995973,0.04014278,344,168,18.47273064,0.14087716,50,exchange,exchange,1,1,344,168,29.1357
2026-05-20 03:23:31,114,100,0.06880949,0.04500878,0.05047888,0.03658392,148,382,20.11145210,0.58983886,50,exchange,exchange,1,1,148,382,29.1526
2026-05-20 03:24:01,115,100,0.06784255,0.04728554,0.04947551,0.04071021,407,172,18.82842064,0.27180681,50,exchange,exchange,1,1,407,172,29.1325
2026-05-20 03:24:30,116,100,0.06653930,0.04721900,0.05292033,0.03875144,87,531,25.03215408,0.30834788,50,exchange,exchange,1,1,87,531,29.1227
2026-05-20 03:24:59,117,100,0.06871404,0.04860516,0.05139410,0.03601892,415,277,18.44739151,0.57381487,50,exchange,exchange,1,1,415,277,29.2836
2026-05-20 03:25:28,118,100,0.06883647,0.04628919,0.04940108,0.03883693,563,598,21.66270447,0.53064334,50,exchange,exchange,1,1,563,598,29.1559
2026-05-20 03:25:57,119,100,0.06531552,0.04337201,0.05259391,0.03753065,495,204,17.12166214,0.47515684,50,exchange,exchange,1,1,495,204,29.1343
2026-05-20 03:26:26,120,100,0.06815954,0.04543386,0.05214913,0.03354413,305,506,18.27040863,0.61284006,50,exchange,exchange,1,1,305,506,29.1608
2026-05-20 03:26:56,121,100,0.06867852,0.04784823,0.04986406,0.03546359,439,274,19.29093742,0.15076005,50,exchange,exchange,1,1,439,274,29.1443
2026-05-20 03:27:25,122,100,0.07234628,0.05038130,0.04946342,0.03597897,598,436,20.79556274,0.18424854,50,exchange,exchange,1,1,598,436,29.1050
2026-05-20 03:27:54,123,100,0.06583816,0.04908819,0.05002353,0.03855295,42,221,21.25387573,0.14572009,50,exchange,exchange,1,1,42,221,29.1186
2026-05-20 03:28:23,124,100,0.06832892,0.05089469,0.05333003,0.03676953,437,180,27.36485291,0.87306440,50,exchange,exchange,1,1,437,180,29.1471
2026-05-20 03:28:52,125,100,0.06829471,0.04613463,0.05034182,0.03407335,195,161,17.66193581,0.34171185,50,exchange,exchange,1,1,195,161,29.1374
2026-05-20 03:29:21,126,100,0.06788564,0.04750590,0.05057834,0.03531556,240,285,19.34240150,0.19873385,50,exchange,exchange,1,1,240,285,29.1334
2026-05-20 03:29:50,127,100,0.06695394,0.04424610,0.05152100,0.03414207,230,317,23.67982292,0.50186318,50,exchange,exchange,1,1,230,317,29.1417
2026-05-20 03:30:19,128,100,0.06876227,0.04931541,0.04864217,0.03275999,295,483,21.75741386,0.59257400,50,exchange,exchange,1,1,295,483,29.1801
2026-05-20 03:30:49,129,100,0.06660765,0.05251646,0.05314867,0.03585809,66,599,30.06990433,0.22846591,50,exchange,exchange,1,1,66,599,29.1204
2026-05-20 03:31:18,130,100,0.06856672,0.04815849,0.05004060,0.03902849,228,97,18.78200340,0.07336697,50,exchange,exchange,1,1,228,97,29.1312
2026-05-20 03:31:47,131,100,0.06637039,0.05062740,0.05058208,0.03634651,114,463,22.55659485,0.59619480,50,exchange,exchange,1,1,114,463,29.1796
2026-05-20 03:32:16,132,100,0.06689259,0.04703218,0.04910447,0.03375226,248,571,21.87428284,0.31048459,50,exchange,exchange,1,1,248,571,29.1723
2026-05-20 03:32:45,133,100,0.06537542,0.04929363,0.05153403,0.03691327,285,529,26.52148628,0.37229139,50,exchange,exchange,1,1,285,529,29.1578
2026-05-20 03:33:14,134,100,0.06720942,0.05191051,0.05163383,0.04246958,506,446,21.83933449,0.74078047,50,exchange,exchange,1,1,506,446,29.2401
2026-05-20 03:33:44,135,100,0.06810881,0.04783188,0.05012226,0.03379260,116,314,25.22234154,0.70358986,50,exchange,exchange,1,1,116,314,29.1341
2026-05-20 03:34:13,136,100,0.06619541,0.04713224,0.04873722,0.03764272,37,355,19.35413742,0.79752475,50,exchange,exchange,1,1,37,355,29.2409
2026-05-20 03:34:42,137,100,0.06556167,0.05175912,0.04948378,0.03588678,367,342,21.17901802,0.09071510,50,exchange,exchange,1,1,367,342,29.1719
2026-05-20 03:35:11,138,100,0.06750581,0.04554081,0.05197551,0.03491469,317,34,24.53539276,0.25542313,50,exchange,exchange,1,1,317,34,29.2188
2026-05-20 03:35:40,139,100,0.06563159,0.05125813,0.04664119,0.03367342,516,363,19.38522720,0.14181636,50,exchange,exchange,1,1,516,363,29.1659
2026-05-20 03:36:10,140,100,0.06452623,0.05326974,0.04534583,0.03737409,314,313,21.00528336,0.37352815,50,exchange,exchange,1,1,314,313,29.2245
2026-05-20 03:36:39,141,100,0.06646877,0.04955874,0.04455869,0.03487860,355,159,22.00437927,0.22195506,50,exchange,exchange,1,1,355,159,29.1032
2026-05-20 03:37:08,142,100,0.06848408,0.04699151,0.04746800,0.03514641,161,433,18.97186279,0.43693867,50,exchange,exchange,1,1,161,433,29.1608
2026-05-20 03:37:37,143,100,0.06671320,0.05121630,0.04720283,0.03611122,588,328,25.91354942,0.47354785,50,exchange,exchange,1,1,588,328,29.1211
2026-05-20 03:38:06,144,100,0.06735732,0.04756797,0.04492665,0.03667683,599,156,25.20148277,0.02385685,50,exchange,exchange,1,1,599,156,29.1180
2026-05-20 03:38:35,145,100,0.06167115,0.04825039,0.04630675,0.03562043,342,365,19.89958763,0.31725028,50,exchange,exchange,1,1,342,365,29.1937
