epoch,train_mse_uts,train_mse_fs,full_mae_uts,full_mae_fs,full_score
2341,0.01114693,0.02579281,0.05460314,0.09898288,0.15358602
2342,0.01058279,0.03554118,0.05712193,0.10045620,0.15757813
2343,0.01238398,0.03949009,0.05710767,0.10110206,0.15820973
2344,0.01176782,0.03398566,0.05588087,0.10065950,0.15654037
2345,0.01134230,0.03132046,0.05607234,0.10059994,0.15667228
2346,0.01123324,0.03072781,0.05682576,0.10146390,0.15828966
2347,0.01107015,0.03210129,0.05713967,0.10126829,0.15840796
2348,0.01065762,0.03304586,0.05697584,0.10095244,0.15792828
2349,0.01067466,0.02957927,0.05599188,0.10087334,0.15686522
2350,0.01165901,0.03349543,0.05584280,0.10041966,0.15626245
2351,0.01184902,0.03504962,0.05545152,0.10033920,0.15579072
2352,0.01112059,0.03341232,0.05441093,0.10054223,0.15495317
2353,0.01091608,0.03105456,0.05488936,0.10118397,0.15607334
2354,0.01133719,0.02870381,0.05648349,0.10116570,0.15764919
2355,0.01050560,0.03238621,0.05727360,0.09965888,0.15693249
2356,0.01134985,0.02868114,0.05652170,0.09839737,0.15491906
2357,0.01086682,0.03040983,0.05618036,0.09823948,0.15441984
2358,0.01037723,0.03264612,0.05664200,0.09911212,0.15575413
2359,0.01115250,0.03213977,0.05548399,0.10063722,0.15612121
2360,0.01084222,0.03254709,0.05538032,0.10181536,0.15719568
2361,0.00922481,0.02972444,0.05662960,0.10251546,0.15914506
2362,0.01101138,0.03322697,0.05502529,0.10178106,0.15680635
2363,0.01006182,0.02963577,0.05385799,0.10223819,0.15609619
2364,0.01221932,0.02984978,0.05525895,0.10348745,0.15874640
2365,0.01083915,0.03167402,0.05717595,0.10390288,0.16107883
2366,0.01088816,0.03492751,0.05689009,0.10390018,0.16079027
2367,0.01167087,0.03262881,0.05611288,0.10353239,0.15964527
2368,0.01205365,0.02744807,0.05594884,0.10304068,0.15898952
2369,0.01161253,0.03001713,0.05660647,0.10339122,0.15999769
2370,0.01194892,0.03271446,0.05590998,0.10337136,0.15928134
2371,0.01152517,0.02995346,0.05516199,0.10215322,0.15731521
2372,0.01084257,0.03273707,0.05472462,0.10044032,0.15516495
2373,0.01107443,0.03444255,0.05608921,0.10102616,0.15711537
2374,0.01118636,0.03219151,0.05665044,0.10153394,0.15818438
2375,0.01098803,0.02946911,0.05638184,0.10211345,0.15849529
2376,0.01061124,0.03304917,0.05496849,0.10137861,0.15634710
2377,0.01162449,0.03232727,0.05524458,0.10016302,0.15540760
2378,0.01118936,0.03303273,0.05550636,0.10007308,0.15557944
2379,0.01115392,0.03091078,0.05553868,0.10094249,0.15648116
2380,0.01202639,0.02917287,0.05551028,0.10345618,0.15896646
2381,0.01107825,0.03337928,0.05540019,0.10536660,0.16076680
2382,0.01198337,0.03321797,0.05569088,0.10353245,0.15922333
2383,0.01189703,0.02999870,0.05569670,0.10150190,0.15719859
2384,0.01176529,0.03232455,0.05411320,0.10117777,0.15529097
2385,0.01167560,0.03163067,0.05337589,0.10062332,0.15399921
2386,0.01198628,0.03212768,0.05560997,0.10021962,0.15582959
2387,0.01113023,0.03334899,0.05686017,0.09996847,0.15682864
2388,0.01162527,0.03299622,0.05472239,0.10029580,0.15501818
2389,0.01026582,0.03237990,0.05640286,0.10075761,0.15716047
2390,0.01090892,0.03290043,0.05634633,0.10031802,0.15666435
2391,0.01103437,0.02923647,0.05431261,0.09947667,0.15378928
2392,0.01066129,0.03000273,0.05528338,0.09950913,0.15479252
2393,0.01259792,0.03243864,0.05941057,0.09959637,0.15900693
2394,0.01236701,0.03163916,0.05700888,0.10045227,0.15746116
2395,0.01098960,0.02968676,0.05484040,0.10060237,0.15544278
2396,0.01084132,0.03130864,0.05571640,0.09960714,0.15532354
2397,0.01052978,0.03232935,0.05712786,0.09869568,0.15582354
2398,0.01176459,0.03186367,0.05693023,0.09837245,0.15530268
2399,0.01065475,0.02877111,0.05874585,0.09867214,0.15741799
2400,0.01072836,0.03176296,0.05899060,0.09974906,0.15873966
2401,0.01163787,0.02714785,0.05782675,0.10249037,0.16031712
2402,0.01180207,0.03163718,0.05719631,0.10123805,0.15843436
2403,0.01228251,0.03662026,0.05630900,0.09797599,0.15428500
2404,0.01110556,0.03126952,0.05526575,0.09815592,0.15342168
2405,0.01079215,0.03239802,0.05631014,0.10026577,0.15657591
2406,0.01223492,0.03279202,0.05525240,0.10287921,0.15813161
2407,0.01203104,0.03236266,0.05507644,0.10527309,0.16034953
2408,0.01048470,0.03146693,0.05629562,0.10178553,0.15808116
2409,0.01136697,0.03825133,0.05777093,0.09860111,0.15637204
2410,0.01168573,0.03221628,0.05829200,0.10103419,0.15932619
2411,0.01189642,0.03384537,0.05775026,0.10083738,0.15858764
2412,0.01223617,0.03192772,0.05688731,0.09943877,0.15632608
2413,0.01188004,0.03274849,0.05561549,0.10178340,0.15739889
2414,0.01226018,0.03329329,0.05360795,0.10257101,0.15617896
2415,0.01087464,0.03050866,0.05480525,0.10045504,0.15526029
2416,0.01238022,0.02845179,0.05349312,0.09800241,0.15149553
2417,0.01154879,0.03253407,0.05308958,0.09792595,0.15101553
2418,0.01097410,0.02820189,0.05528926,0.09890881,0.15419807
2419,0.01154146,0.03337910,0.05612022,0.09972255,0.15584277
2420,0.01020980,0.03574642,0.05655589,0.10022157,0.15677746
2421,0.01114131,0.02871635,0.05697698,0.10140271,0.15837969
2422,0.01190615,0.03039423,0.05732623,0.10302409,0.16035032
2423,0.01146368,0.03112069,0.05797343,0.10186207,0.15983550
2424,0.01212955,0.03541704,0.05660137,0.10072733,0.15732870
2425,0.01159724,0.03081782,0.05534167,0.10017954,0.15552121
2426,0.01172504,0.02703026,0.05553809,0.10034894,0.15588703
2427,0.01040338,0.03106242,0.05691461,0.10122677,0.15814138
2428,0.01064946,0.03427917,0.05722768,0.10317548,0.16040316
2429,0.01266475,0.03080240,0.05638538,0.10437299,0.16075837
2430,0.01152423,0.03176966,0.05544857,0.10422253,0.15967110
2431,0.00995761,0.03061973,0.05553996,0.10411924,0.15965920
2432,0.01210597,0.03084932,0.05494497,0.10314445,0.15808942
2433,0.01120467,0.03314746,0.05729260,0.10216974,0.15946233
2434,0.01130311,0.03299592,0.05849490,0.10070045,0.15919535
2435,0.01123502,0.03036045,0.05601040,0.09928045,0.15529085
2436,0.01105456,0.02965574,0.05459788,0.09848820,0.15308608
2437,0.01212879,0.03087305,0.05601853,0.09917617,0.15519470
2438,0.01189504,0.03731154,0.05755820,0.09815630,0.15571449
2439,0.01227527,0.03065649,0.05746692,0.09867889,0.15614582
2440,0.01066721,0.03282681,0.05905563,0.10135507,0.16041070
2441,0.01101335,0.03211802,0.05987463,0.10480759,0.16468221
2442,0.01251321,0.03450243,0.05645576,0.10220183,0.15865760
2443,0.01127861,0.03157943,0.05510370,0.10029123,0.15539493
2444,0.01027603,0.02984218,0.05677151,0.10017196,0.15694347
2445,0.01093774,0.03301541,0.05538815,0.10001135,0.15539950
2446,0.01124381,0.03127096,0.05717161,0.10090966,0.15808127
2447,0.01109564,0.03076469,0.06055146,0.10451242,0.16506388
2448,0.01050468,0.03390468,0.06124987,0.10409184,0.16534171
2449,0.01292475,0.03147224,0.05693110,0.10017542,0.15710652
2450,0.00961872,0.02961172,0.06019677,0.09847742,0.15867419
2451,0.01162633,0.03084594,0.05997404,0.09912595,0.15909999
2452,0.01150305,0.03141584,0.05485771,0.09909841,0.15395612
2453,0.01092448,0.03089258,0.05638187,0.09892684,0.15530871
2454,0.01106850,0.03492701,0.05868119,0.09892056,0.15760175
2455,0.01040237,0.02954557,0.05608753,0.09919962,0.15528715
2456,0.01213123,0.03507416,0.05536712,0.09904711,0.15441423
2457,0.01080176,0.03609969,0.05777817,0.09895942,0.15673759
2458,0.01272929,0.03034093,0.05812772,0.09898887,0.15711659
2459,0.01178837,0.03207261,0.05594195,0.09835090,0.15429286
2460,0.01154715,0.02995228,0.05614287,0.09758198,0.15372485
2461,0.01074552,0.03014474,0.05792011,0.09776574,0.15568586
2462,0.01106475,0.02924089,0.05967097,0.09867288,0.15834386
2463,0.01121926,0.03391539,0.05873928,0.10082981,0.15956909
2464,0.01189212,0.03076145,0.05740637,0.10229358,0.15969995
2465,0.01091267,0.03277896,0.05735905,0.09923414,0.15659319
2466,0.01154002,0.03201367,0.05706323,0.09701058,0.15407380
2467,0.01120964,0.03205419,0.05708398,0.09646263,0.15354661
2468,0.01176873,0.03252899,0.05565897,0.09630368,0.15196265
2469,0.00967357,0.03128782,0.05534337,0.09772173,0.15306510
2470,0.01065187,0.03422393,0.05658913,0.09891586,0.15550499
2471,0.01169675,0.03318258,0.05760317,0.09794240,0.15554557
2472,0.01193342,0.02611675,0.05741520,0.09709702,0.15451222
2473,0.00980620,0.02818634,0.05654181,0.09757563,0.15411744
2474,0.01164346,0.03139809,0.05490093,0.09937316,0.15427409
2475,0.01103026,0.03271415,0.05436017,0.10080022,0.15516039
2476,0.01108990,0.03507157,0.05443709,0.10183303,0.15627012
2477,0.00998550,0.03084271,0.05548606,0.10253120,0.15801726
2478,0.01109021,0.03222390,0.05345122,0.10189392,0.15534515
2479,0.00965229,0.03386380,0.05265483,0.10040534,0.15306017
2480,0.01129615,0.02828595,0.05487679,0.09849445,0.15337124
2481,0.01060578,0.03178162,0.05647662,0.09881140,0.15528801
2482,0.01130276,0.03187357,0.05680169,0.09978976,0.15659145
2483,0.01195135,0.03401631,0.05483807,0.09916432,0.15400239
2484,0.01090815,0.03161782,0.05411504,0.10011370,0.15422874
2485,0.01135213,0.03376433,0.05425897,0.10468632,0.15894529
2486,0.01222034,0.03507033,0.05424325,0.10448230,0.15872555
2487,0.01085949,0.02825033,0.05488540,0.10059093,0.15547633
2488,0.01091924,0.03103483,0.05543762,0.09890584,0.15434346
2489,0.01172445,0.03013904,0.05493389,0.09994049,0.15487439
2490,0.01133204,0.03209980,0.05507373,0.09756223,0.15263596
2491,0.01133018,0.02922771,0.05761798,0.09794035,0.15555833
2492,0.01097114,0.02852114,0.05683103,0.10485144,0.16168247
2493,0.01098195,0.03178398,0.05592180,0.10342874,0.15935054
2494,0.01179024,0.03542389,0.05642738,0.09887200,0.15529938
2495,0.01089258,0.02955208,0.05626559,0.09869096,0.15495656
2496,0.01224566,0.03401775,0.05652104,0.09974952,0.15627056
2497,0.01084885,0.03250880,0.05557842,0.09977134,0.15534976
2498,0.01076534,0.03383304,0.05486670,0.10352611,0.15839281
2499,0.01095396,0.03559883,0.05583798,0.10807027,0.16390825
2500,0.01103141,0.03603368,0.05632851,0.10424100,0.16056951
2501,0.01069835,0.03086535,0.05571171,0.10000584,0.15571754
2502,0.01030250,0.03201666,0.05521332,0.09948826,0.15470158
2503,0.01016782,0.03361149,0.05406171,0.09826180,0.15232352
2504,0.00972216,0.03278864,0.05358025,0.09699298,0.15057324
2505,0.01146910,0.03111580,0.05429119,0.09738368,0.15167487
2506,0.00977679,0.02830160,0.05447517,0.09893896,0.15341412
2507,0.01048411,0.03285902,0.05504081,0.09960493,0.15464574
2508,0.01091129,0.03385718,0.05436876,0.09875354,0.15312230
2509,0.01010936,0.02862928,0.05301068,0.09869608,0.15170676
2510,0.00998717,0.03521200,0.05314565,0.10045802,0.15360367
2511,0.01050538,0.03068064,0.05331896,0.09973709,0.15305605
2512,0.01057966,0.02975947,0.05294468,0.09861264,0.15155731
2513,0.00998230,0.03229083,0.05335289,0.09722622,0.15057912
2514,0.01027023,0.03164850,0.05402382,0.09758800,0.15161182
2515,0.01056162,0.02950707,0.05466216,0.09926403,0.15392619
2516,0.01080832,0.03260194,0.05534281,0.09874842,0.15409122
2517,0.01158097,0.03216755,0.05564424,0.09719788,0.15284213
2518,0.01152523,0.03012524,0.05706041,0.09820123,0.15526164
2519,0.01189804,0.03152091,0.05737124,0.10023513,0.15760637
2520,0.01216701,0.02736676,0.05582639,0.10103726,0.15686365
2521,0.01096396,0.03069729,0.05597826,0.10082823,0.15680649
2522,0.01057457,0.03060326,0.05594777,0.10199399,0.15794175
2523,0.01203701,0.02838820,0.05604995,0.10512083,0.16117078
2524,0.01180732,0.03077787,0.05649524,0.10897302,0.16546826
2525,0.01093135,0.03436006,0.05790839,0.10567193,0.16358032
2526,0.01175711,0.03155857,0.05725590,0.10169850,0.15895440
2527,0.01132710,0.02893262,0.05468909,0.10035687,0.15504596
2528,0.01200225,0.03114025,0.05570322,0.10000629,0.15570951
2529,0.01165009,0.03024039,0.05771355,0.09917343,0.15688698
2530,0.01284288,0.02802638,0.05539759,0.09939253,0.15479012
2531,0.01145631,0.02923459,0.05501200,0.10104597,0.15605797
2532,0.01141593,0.03178156,0.05491302,0.10008686,0.15499988
2533,0.01117863,0.02894666,0.05515652,0.09868592,0.15384244
2534,0.01071715,0.03247614,0.05703231,0.09795850,0.15499081
2535,0.01081173,0.03030849,0.05690457,0.09865733,0.15556191
2536,0.01117923,0.03254813,0.05499021,0.09923464,0.15422485
2537,0.01121248,0.03314164,0.05428123,0.09992650,0.15420774
2538,0.01169630,0.02866647,0.05536095,0.09953254,0.15489349
2539,0.01101572,0.02900606,0.05565544,0.09871398,0.15436942
2540,0.01044065,0.02917179,0.05611504,0.09802097,0.15413601
2541,0.01015806,0.02992260,0.05590453,0.09720631,0.15311084
2542,0.01074964,0.02838236,0.05418826,0.09655979,0.15074806
2543,0.01154805,0.02910819,0.05354318,0.09574371,0.14928689
2544,0.00969936,0.02698442,0.05484733,0.09573793,0.15058526
2545,0.01129685,0.02862828,0.05559882,0.09700731,0.15260613
2546,0.01026423,0.03170346,0.05505346,0.09925070,0.15430415
2547,0.01084652,0.03308732,0.05456763,0.09909942,0.15366705
2548,0.01124700,0.02914417,0.05488099,0.09910440,0.15398539
2549,0.01021062,0.02836729,0.05550230,0.09875464,0.15425694
2550,0.01100480,0.02865192,0.05610174,0.09700192,0.15310365
2551,0.01017337,0.03102719,0.05622219,0.09610906,0.15233125
2552,0.01156473,0.03169134,0.05544049,0.09532416,0.15076464
2553,0.01012037,0.02821338,0.05493750,0.09559824,0.15053574
2554,0.01035619,0.02867418,0.05504071,0.09664465,0.15168536
2555,0.01154411,0.03287384,0.05564119,0.09674452,0.15238571
2556,0.01061805,0.02893907,0.05555104,0.09665454,0.15220558
2557,0.01087777,0.03252245,0.05565689,0.09611370,0.15177058
2558,0.01135238,0.03041502,0.05621367,0.09521693,0.15143060
2559,0.01070249,0.03004226,0.05407981,0.09547099,0.14955080
2560,0.01074561,0.02993384,0.05313278,0.09729870,0.15043149
2561,0.01017023,0.02962951,0.05394573,0.09869406,0.15263980
2562,0.01016878,0.03175218,0.05437844,0.09909075,0.15346918
2563,0.01042108,0.03117509,0.05255219,0.09908697,0.15163916
2564,0.01226016,0.03046211,0.05275137,0.09909154,0.15184291
2565,0.01086415,0.03157476,0.05344493,0.09919811,0.15264304
2566,0.01052408,0.02961816,0.05338280,0.09932845,0.15271125
2567,0.01041160,0.03333923,0.05540561,0.09865501,0.15406062
2568,0.01060317,0.03042820,0.05612240,0.09809937,0.15422176
2569,0.01011915,0.03009986,0.05423605,0.09863151,0.15286756
2570,0.01077682,0.03151225,0.05308247,0.09879581,0.15187828
2571,0.01026168,0.03102594,0.05319244,0.09834638,0.15153882
2572,0.00986600,0.03186223,0.05365950,0.09794375,0.15160325
2573,0.01048678,0.02744605,0.05426706,0.09828328,0.15255034
2574,0.01200191,0.02964429,0.05420583,0.09897450,0.15318033
2575,0.01102726,0.03344069,0.05421731,0.09853158,0.15274889
2576,0.01090427,0.03322816,0.05427885,0.09817275,0.15245160
2577,0.01031634,0.02890146,0.05433107,0.09921499,0.15354606
2578,0.00953390,0.03088577,0.05416543,0.10138249,0.15554792
2579,0.01134086,0.03478536,0.05437877,0.10056259,0.15494135
2580,0.01090917,0.02756605,0.05300204,0.09981541,0.15281745
2581,0.00995666,0.02894623,0.05207880,0.09968711,0.15176592
2582,0.01007514,0.02786995,0.05259227,0.09995993,0.15255221
2583,0.01114750,0.02867763,0.05423735,0.09929221,0.15352956
2584,0.01119702,0.03254441,0.05597236,0.09885448,0.15482685
2585,0.01073461,0.03076467,0.05612415,0.09868941,0.15481357
2586,0.00978771,0.03065343,0.05591147,0.09885574,0.15476722
2587,0.01071654,0.03141574,0.05503465,0.10057509,0.15560974
2588,0.01035554,0.03034386,0.05502172,0.10257303,0.15759475
2589,0.00975975,0.02951071,0.05473873,0.10307129,0.15781002
2590,0.01005475,0.03053706,0.05411513,0.10425441,0.15836954
2591,0.01041347,0.02890236,0.05339537,0.10311729,0.15651267
2592,0.01047441,0.03199884,0.05319627,0.09950375,0.15270002
2593,0.01112344,0.02948514,0.05353940,0.09757787,0.15111727
2594,0.01077072,0.02885480,0.05502507,0.09638332,0.15140839
2595,0.01043177,0.03082255,0.05501123,0.09518109,0.15019232
2596,0.01057514,0.02915327,0.05344863,0.09472656,0.14817519
2597,0.01012012,0.02763524,0.05476218,0.09460357,0.14936575
2598,0.00943053,0.03124485,0.05571198,0.09586932,0.15158130
2599,0.01034143,0.02945401,0.05548681,0.09793626,0.15342307
2600,0.01105258,0.03034043,0.05782980,0.09928764,0.15711744
2601,0.01237185,0.03078245,0.05680560,0.09849790,0.15530351
2602,0.01226129,0.03014888,0.05727195,0.09676117,0.15403312
2603,0.01268318,0.02920307,0.05706896,0.09654659,0.15361555
2604,0.01030664,0.03199933,0.05327185,0.09686462,0.15013647
2605,0.01086826,0.03179122,0.05498704,0.09739604,0.15238307
2606,0.01112607,0.03039137,0.05698438,0.09921312,0.15619749
2607,0.01228379,0.03030168,0.05463427,0.09974223,0.15437649
2608,0.00955479,0.02846589,0.05700254,0.10019893,0.15720147
2609,0.01238448,0.02932770,0.05893983,0.09999038,0.15893020
2610,0.01145340,0.03196464,0.05954837,0.10091858,0.16046694
2611,0.01163182,0.03099689,0.05879198,0.09999704,0.15878902
2612,0.01111042,0.03394275,0.05744778,0.09808715,0.15553493
2613,0.01117617,0.02897288,0.05536242,0.09791247,0.15327489
2614,0.01030066,0.02788649,0.05422338,0.09782544,0.15204882
2615,0.01082605,0.02633736,0.05524179,0.09730389,0.15254568
2616,0.01174902,0.03167129,0.05491421,0.09624393,0.15115814
2617,0.01022902,0.02898007,0.05430095,0.09591746,0.15021841
2618,0.01071240,0.02952169,0.05588737,0.09664616,0.15253353
2619,0.01113584,0.03033146,0.05613429,0.09673834,0.15287263
2620,0.01034169,0.03047771,0.05472264,0.09669965,0.15142229
2621,0.01062522,0.03080057,0.05455006,0.09573454,0.15028459
2622,0.00991943,0.02800551,0.05455986,0.09555562,0.15011548
2623,0.00990152,0.02816470,0.05440159,0.09592146,0.15032304
2624,0.00992838,0.02999401,0.05527767,0.09646168,0.15173935
2625,0.00971896,0.02968850,0.05665758,0.09755501,0.15421259
2626,0.01099953,0.03210042,0.05354317,0.09962246,0.15316563
2627,0.01098986,0.02968407,0.05288149,0.10150237,0.15438387
2628,0.00917330,0.02942082,0.05496822,0.10142761,0.15639583
2629,0.01113595,0.03153303,0.05439596,0.10085071,0.15524666
2630,0.00963510,0.02709417,0.05214772,0.09989250,0.15204022
2631,0.01041280,0.02903567,0.05450668,0.09893335,0.15344004
2632,0.01068995,0.03215991,0.05577217,0.09862847,0.15440064
2633,0.01156598,0.03146726,0.05419502,0.09762549,0.15182052
2634,0.00974015,0.02845679,0.05463750,0.09714144,0.15177894
2635,0.01055295,0.02996134,0.05545976,0.09708153,0.15254129
2636,0.01017199,0.02773650,0.05398363,0.09693670,0.15092034
2637,0.00969573,0.03083434,0.05350128,0.09672810,0.15022938
2638,0.01073367,0.02809663,0.05389760,0.09701466,0.15091226
2639,0.01103446,0.02699259,0.05361796,0.09779304,0.15141099
2640,0.01127217,0.03123669,0.05331802,0.09588265,0.14920067
2641,0.01084830,0.03252377,0.05236456,0.09451986,0.14688442
2642,0.01017984,0.02890837,0.05304159,0.09622487,0.14926646
2643,0.01046290,0.03075269,0.05451739,0.09573787,0.15025527
2644,0.01102571,0.02909023,0.05746984,0.09557522,0.15304506
2645,0.01225725,0.02899928,0.05776168,0.09920754,0.15696922
2646,0.01153367,0.03266714,0.05586627,0.10059631,0.15646258
2647,0.00969224,0.02929731,0.05420953,0.09817709,0.15238662
2648,0.01003217,0.03116626,0.05260699,0.09598950,0.14859649
2649,0.00999248,0.02847385,0.05196894,0.09607837,0.14804731
2650,0.01069139,0.03177926,0.05319911,0.09565546,0.14885457
2651,0.01022304,0.03081477,0.05505791,0.09594710,0.15100501
2652,0.01093301,0.02855619,0.05620095,0.09700449,0.15320544
2653,0.01154536,0.03164751,0.05604323,0.09680219,0.15284542
2654,0.01091734,0.03210517,0.05574641,0.09617086,0.15191726
2655,0.00993960,0.02768822,0.05567964,0.09579297,0.15147261
