epoch,train_mse_uts,train_mse_fs,full_mae_uts,full_mae_fs,full_score
1918,0.01498813,0.03918490,0.06011033,0.11421756,0.17432789
1919,0.01273376,0.04013379,0.05905775,0.11157154,0.17062929
1920,0.01307229,0.03656686,0.05951366,0.10963638,0.16915004
1921,0.01302091,0.03714686,0.06019625,0.10874685,0.16894310
1922,0.01397641,0.03504140,0.05887999,0.10887909,0.16775908
1923,0.01459808,0.03404963,0.05873503,0.10965785,0.16839289
1924,0.01337385,0.03775772,0.05960304,0.10941987,0.16902291
1925,0.01297524,0.04003464,0.06083814,0.10816540,0.16900354
1926,0.01235570,0.03280730,0.06103618,0.10710587,0.16814206
1927,0.01181270,0.03290169,0.06100668,0.10739069,0.16839737
1928,0.01304299,0.03624602,0.06120631,0.10841900,0.16962531
1929,0.01411166,0.03443093,0.06064176,0.10877586,0.16941762
1930,0.01297335,0.03665829,0.05966890,0.10841844,0.16808734
1931,0.01215775,0.03364927,0.05905802,0.10794676,0.16700478
1932,0.01507101,0.03594261,0.05779108,0.10745706,0.16524814
1933,0.01224722,0.03915562,0.05911411,0.10779984,0.16691396
1934,0.01488656,0.03835871,0.06051868,0.10778643,0.16830511
1935,0.01488634,0.03355128,0.06159268,0.10814649,0.16973917
1936,0.01461404,0.03622980,0.06152790,0.10917969,0.17070759
1937,0.01364614,0.03444856,0.06127209,0.10915382,0.17042591
1938,0.01316732,0.03555635,0.06074415,0.10767541,0.16841956
1939,0.01278816,0.03341799,0.06014143,0.10714487,0.16728630
1940,0.01375046,0.03575659,0.06013612,0.10708642,0.16722254
1941,0.01261131,0.03900479,0.06176335,0.10954750,0.17131084
1942,0.01294836,0.04029885,0.06332901,0.10869293,0.17202194
1943,0.01359662,0.03457337,0.06199626,0.10717983,0.16917609
1944,0.01341478,0.03053123,0.06286713,0.10715169,0.17001882
1945,0.01387755,0.03544239,0.06292919,0.10738719,0.17031638
1946,0.01448460,0.03638081,0.06041551,0.10840794,0.16882345
1947,0.01337546,0.03313220,0.06214666,0.10631528,0.16846194
1948,0.01356199,0.03601924,0.06290443,0.10511508,0.16801951
1949,0.01477069,0.03442062,0.05959592,0.10556946,0.16516538
1950,0.01275656,0.03441029,0.06014936,0.10563950,0.16578887
1951,0.01295926,0.03519952,0.06068701,0.10654937,0.16723638
1952,0.01293664,0.03361237,0.06042294,0.10972752,0.17015046
1953,0.01253226,0.03882939,0.06102218,0.11272948,0.17375166
1954,0.01203275,0.03611656,0.06080612,0.11056771,0.17137383
1955,0.01348888,0.03913798,0.05930915,0.10658428,0.16589343
1956,0.01426051,0.03457382,0.05839269,0.10641607,0.16480876
1957,0.01386330,0.03584892,0.06021604,0.10807457,0.16829061
1958,0.01247053,0.03784917,0.06046243,0.10864881,0.16911125
1959,0.01343504,0.03488417,0.06169668,0.10942163,0.17111831
1960,0.01363773,0.03538249,0.06385706,0.11039994,0.17425700
1961,0.01461578,0.03944922,0.06332006,0.10798536,0.17130542
1962,0.01277858,0.03442059,0.06350329,0.10895576,0.17245905
1963,0.01431979,0.03585273,0.06448985,0.11108762,0.17557747
1964,0.01417612,0.03596962,0.06123568,0.11256507,0.17380075
1965,0.01268723,0.03905977,0.05993556,0.11265766,0.17259322
1966,0.01353951,0.03893046,0.06136767,0.11085125,0.17221892
1967,0.01228203,0.03530595,0.06290846,0.11149971,0.17440818
1968,0.01368968,0.03031522,0.06163622,0.11458532,0.17622154
1969,0.01398774,0.03534722,0.05970819,0.11652925,0.17623743
1970,0.01241806,0.03593357,0.05981208,0.11380554,0.17361762
1971,0.01278288,0.03410148,0.06008828,0.11108381,0.17117208
1972,0.01283246,0.03473694,0.06036447,0.11145032,0.17181479
1973,0.01277113,0.04219975,0.06175673,0.11232694,0.17408368
1974,0.01167521,0.03661998,0.06121259,0.11212307,0.17333566
1975,0.01289024,0.03622742,0.05791702,0.11039062,0.16830764
1976,0.01314888,0.03723763,0.05783980,0.10855746,0.16639726
1977,0.01384668,0.03617727,0.05945500,0.10772138,0.16717638
1978,0.01340707,0.03332055,0.05869020,0.10760033,0.16629053
1979,0.01336981,0.03995697,0.06035100,0.10685284,0.16720384
1980,0.01281687,0.03753527,0.06070356,0.10653628,0.16723984
1981,0.01428766,0.03727914,0.06030570,0.10661116,0.16691687
1982,0.01186287,0.03305496,0.05933044,0.10752001,0.16685045
1983,0.01312427,0.03207528,0.05885345,0.10890435,0.16775780
1984,0.01341322,0.03588683,0.05903288,0.11018319,0.16921607
1985,0.01341873,0.03545459,0.05939241,0.11084030,0.17023271
1986,0.01394976,0.03776839,0.06090423,0.11012168,0.17102591
1987,0.01401675,0.03350579,0.06139420,0.10969264,0.17108684
1988,0.01276091,0.03409903,0.06101765,0.10937841,0.17039606
1989,0.01207765,0.03512681,0.06128038,0.10799149,0.16927187
1990,0.01412545,0.03493118,0.06238974,0.10757972,0.16996945
1991,0.01326953,0.03952333,0.06285039,0.10791619,0.17076658
1992,0.01232452,0.03623315,0.06040284,0.10753659,0.16793944
1993,0.01359853,0.03603864,0.05963998,0.10738396,0.16702393
1994,0.01254143,0.03285210,0.06219148,0.10724053,0.16943200
1995,0.01297006,0.03405469,0.06251115,0.10636086,0.16887201
1996,0.01286909,0.03508265,0.06019105,0.10580143,0.16599248
1997,0.01261293,0.03572354,0.05932008,0.10571171,0.16503178
1998,0.01207358,0.03772704,0.06085308,0.10738680,0.16823987
1999,0.01292635,0.03523643,0.05977799,0.10897379,0.16875178
2000,0.01311111,0.03556383,0.06045253,0.11022123,0.17067376
2001,0.01315651,0.03557494,0.06125389,0.11093038,0.17218428
2002,0.01366575,0.03402561,0.06102395,0.10994323,0.17096718
2003,0.01246282,0.03533623,0.06255667,0.10770404,0.17026071
2004,0.01423339,0.03480946,0.06057632,0.10705208,0.16762840
2005,0.01349844,0.03452940,0.05860551,0.10735317,0.16595869
2006,0.01220179,0.03432900,0.06150822,0.10733297,0.16884120
2007,0.01210224,0.03894801,0.06227175,0.10732153,0.16959328
2008,0.01231985,0.03551686,0.06002709,0.10811453,0.16814162
2009,0.01219585,0.03846492,0.05991710,0.10947731,0.16939441
2010,0.01251245,0.03653768,0.05962736,0.11027890,0.16990625
2011,0.01161295,0.03477141,0.05983619,0.10963347,0.16946966
2012,0.01267765,0.03170918,0.06002929,0.10813420,0.16816349
2013,0.01240951,0.03276774,0.05900247,0.10678940,0.16579187
2014,0.01304518,0.03397441,0.05758379,0.10719912,0.16478291
2015,0.01192231,0.03464482,0.05892391,0.10808687,0.16701078
2016,0.01298341,0.03408213,0.05961389,0.10894096,0.16855485
2017,0.01269569,0.04094994,0.05892923,0.10913197,0.16806120
2018,0.01285323,0.03475122,0.05937509,0.10884582,0.16822090
2019,0.01249601,0.03056206,0.05939868,0.10787372,0.16727239
2020,0.01354381,0.03515904,0.05974492,0.10660111,0.16634604
2021,0.01295794,0.03656968,0.06062777,0.10612797,0.16675574
2022,0.01341134,0.03289811,0.05997108,0.10629353,0.16626460
2023,0.01355452,0.03495819,0.05823860,0.10657182,0.16481042
2024,0.01411747,0.04133630,0.05960483,0.10596014,0.16556497
2025,0.01322605,0.03530252,0.06126884,0.10637790,0.16764674
2026,0.01294007,0.03366079,0.05812539,0.10673071,0.16485609
2027,0.01323974,0.03652976,0.05977936,0.10644771,0.16622707
2028,0.01366487,0.03436457,0.06136126,0.10576841,0.16712967
2029,0.01329879,0.03216413,0.05864052,0.10588876,0.16452929
2030,0.01210777,0.03578454,0.05980503,0.10526224,0.16506727
2031,0.01353345,0.03390377,0.06180201,0.10517665,0.16697866
2032,0.01319036,0.03325174,0.06030670,0.10671674,0.16702344
2033,0.01249547,0.03520406,0.05938211,0.10898186,0.16836397
2034,0.01238750,0.03384300,0.06142491,0.10844027,0.16986518
2035,0.01239333,0.03830737,0.05938035,0.10598429,0.16536464
2036,0.01358618,0.03422552,0.05773416,0.10530847,0.16304263
2037,0.01293495,0.03540257,0.05902702,0.10580622,0.16483324
2038,0.01270502,0.03253036,0.05945216,0.10579443,0.16524659
2039,0.01253664,0.03674630,0.05936911,0.10803284,0.16740195
2040,0.01332451,0.03402154,0.05930548,0.10919894,0.16850442
2041,0.01267567,0.03353522,0.06024358,0.10721416,0.16745774
2042,0.01203347,0.03116036,0.06071562,0.10482796,0.16554357
2043,0.01354660,0.03217117,0.05835961,0.10444646,0.16280608
2044,0.01227324,0.03329099,0.05724551,0.10640330,0.16364881
2045,0.01219571,0.03628765,0.05910268,0.10593750,0.16504018
2046,0.01241609,0.03706068,0.05961849,0.10766067,0.16727916
2047,0.01299013,0.03408853,0.05857672,0.11115655,0.16973327
2048,0.01275328,0.03564057,0.05778811,0.11280403,0.17059214
2049,0.01232272,0.03336572,0.05813722,0.11150053,0.16963775
2050,0.01318345,0.03309746,0.05914749,0.10886310,0.16801059
2051,0.01128425,0.03550536,0.05990966,0.10857166,0.16848132
2052,0.01339380,0.03382420,0.06003611,0.10775294,0.16778905
2053,0.01273397,0.03630688,0.06009195,0.10581858,0.16591053
2054,0.01243961,0.03537691,0.06030234,0.10521874,0.16552107
2055,0.01341734,0.03375268,0.06119812,0.10491315,0.16611127
2056,0.01340688,0.03093095,0.06075147,0.10500645,0.16575792
2057,0.01278451,0.03625676,0.05976485,0.10508531,0.16485017
2058,0.01295963,0.03233017,0.05873851,0.10505723,0.16379574
2059,0.01331461,0.03008166,0.05823582,0.10464688,0.16288271
2060,0.01345457,0.03336687,0.05813554,0.10472296,0.16285850
2061,0.01226925,0.03439347,0.05944404,0.10525373,0.16469777
2062,0.01305563,0.03294678,0.06078262,0.10695732,0.16773993
2063,0.01200645,0.03401280,0.06167459,0.10715603,0.16883062
2064,0.01276883,0.03658723,0.06110017,0.10692378,0.16802395
2065,0.01231177,0.03021812,0.06004529,0.10633674,0.16638204
2066,0.01372977,0.03432249,0.05882393,0.10592853,0.16475246
2067,0.01217017,0.03192040,0.05789073,0.10595184,0.16384257
2068,0.01276677,0.03227258,0.05725891,0.10600448,0.16326339
2069,0.01276270,0.03661820,0.05718997,0.10641322,0.16360319
2070,0.01164173,0.03511314,0.05743161,0.10667260,0.16410421
2071,0.01139285,0.03884052,0.05773475,0.10775019,0.16548495
2072,0.01172054,0.03320782,0.05739575,0.10841789,0.16581364
2073,0.01192681,0.03556675,0.05827552,0.10849158,0.16676711
2074,0.01184145,0.03639157,0.05948635,0.10955776,0.16904411
2075,0.01397476,0.03456341,0.05976016,0.10865598,0.16841615
2076,0.01292154,0.03692728,0.06021788,0.10670444,0.16692231
2077,0.01215594,0.03766150,0.06045223,0.10880714,0.16925937
2078,0.01200551,0.03592028,0.05883290,0.11409257,0.17292547
2079,0.01211363,0.03636825,0.05780842,0.11388833,0.17169675
2080,0.01248405,0.03287673,0.05802759,0.10855466,0.16658225
2081,0.01232296,0.03193414,0.05768680,0.10578842,0.16347522
2082,0.01227642,0.03315156,0.05762374,0.10663801,0.16426176
2083,0.01258624,0.03228185,0.05800632,0.10612072,0.16412704
2084,0.01265173,0.03731847,0.05915720,0.10472573,0.16388293
2085,0.01237297,0.03611534,0.05936605,0.10473192,0.16409797
2086,0.01272539,0.03454313,0.05976010,0.10720558,0.16696568
2087,0.01168781,0.03399805,0.06111621,0.10906494,0.17018114
2088,0.01299321,0.03138493,0.06122681,0.10838182,0.16960863
2089,0.01234546,0.03012416,0.06088930,0.10500532,0.16589462
2090,0.01161923,0.03669650,0.06001640,0.10350727,0.16352367
2091,0.01193878,0.03017339,0.05898151,0.10430159,0.16328311
2092,0.01316249,0.03583480,0.05758869,0.10483727,0.16242596
2093,0.01123825,0.03093688,0.05678339,0.10586040,0.16264379
2094,0.01373812,0.03079056,0.05605075,0.10730493,0.16335568
2095,0.01089921,0.03642426,0.05635030,0.10755026,0.16390057
2096,0.01240127,0.03267837,0.05710737,0.10836539,0.16547276
2097,0.01248512,0.03108912,0.05838181,0.10763722,0.16601903
2098,0.01198791,0.03080213,0.05925993,0.10775746,0.16701740
2099,0.01259913,0.03369771,0.05986070,0.10655536,0.16641605
2100,0.01181142,0.03402679,0.05971982,0.10510929,0.16482911
2101,0.01253542,0.03765938,0.06167008,0.10482649,0.16649656
2102,0.01333148,0.03403818,0.06007300,0.10491260,0.16498560
2103,0.01218306,0.03252493,0.05847973,0.10456804,0.16304777
2104,0.01190047,0.03104672,0.06060590,0.10482366,0.16542957
2105,0.01265363,0.03691220,0.05941115,0.10492630,0.16433745
2106,0.01269883,0.03621612,0.05767258,0.10467408,0.16234666
2107,0.01158393,0.03308713,0.06019821,0.10388249,0.16408070
2108,0.01282233,0.03694080,0.05977806,0.10331971,0.16309777
2109,0.01212019,0.03183544,0.05799375,0.10421780,0.16221155
2110,0.01095387,0.03912419,0.05832269,0.10542198,0.16374467
2111,0.01254632,0.03313056,0.05751555,0.10677280,0.16428834
2112,0.01246382,0.03043373,0.05673156,0.10723328,0.16396484
2113,0.01148427,0.03415237,0.05709261,0.10640824,0.16350085
2114,0.01420804,0.03238880,0.05673645,0.10540443,0.16214088
2115,0.01314840,0.03343940,0.05704808,0.10430425,0.16135233
2116,0.01207324,0.03099133,0.05631121,0.10403971,0.16035092
2117,0.01193261,0.03624685,0.05626972,0.10404269,0.16031241
2118,0.01242487,0.03536206,0.05667642,0.10518552,0.16186194
2119,0.01179511,0.03379076,0.05792532,0.10438713,0.16231245
2120,0.01294152,0.03191188,0.05954069,0.10275819,0.16229888
2121,0.01131627,0.03700318,0.06055194,0.10309739,0.16364934
2122,0.01255380,0.03742635,0.05928554,0.10497304,0.16425858
2123,0.01117220,0.03320948,0.05768492,0.10268355,0.16036847
2124,0.01291722,0.03417983,0.05733613,0.10259651,0.15993263
2125,0.01342064,0.03560935,0.05794581,0.10555972,0.16350553
2126,0.01469887,0.03284730,0.05859918,0.10824218,0.16684136
2127,0.01294689,0.03532622,0.06152881,0.10716245,0.16869126
2128,0.01287158,0.03348086,0.06425017,0.10438222,0.16863239
2129,0.01290623,0.03341261,0.06145649,0.10698404,0.16844053
2130,0.01254987,0.03257052,0.05916796,0.10839381,0.16756177
2131,0.01210165,0.03595804,0.05800169,0.10508827,0.16308996
2132,0.01329384,0.03194102,0.05639055,0.10800131,0.16439185
2133,0.01247067,0.03421410,0.05752057,0.11138433,0.16890490
2134,0.01306514,0.03305103,0.05804059,0.10738590,0.16542650
2135,0.01421943,0.03459925,0.05923188,0.10322663,0.16245851
2136,0.01210681,0.03438901,0.05989524,0.10412700,0.16402224
2137,0.01201244,0.03229674,0.05933468,0.10699330,0.16632799
2138,0.01232114,0.03768315,0.05918661,0.10460602,0.16379263
2139,0.01287070,0.03462259,0.05997907,0.10509499,0.16507407
2140,0.01227626,0.03808175,0.06099614,0.10929224,0.17028838
2141,0.01280075,0.03470734,0.06019441,0.11178235,0.17197676
2142,0.01261960,0.03314553,0.05830124,0.10991658,0.16821783
2143,0.01351984,0.03578556,0.05715068,0.10651100,0.16366167
2144,0.01213462,0.03609088,0.06041269,0.10491817,0.16533086
2145,0.01201066,0.03110159,0.06405582,0.10517496,0.16923078
2146,0.01343354,0.03416260,0.06212281,0.10492305,0.16704586
2147,0.01286707,0.03960256,0.05966040,0.10593449,0.16559489
2148,0.01191461,0.03538497,0.05922215,0.10750850,0.16673065
2149,0.01237461,0.03469226,0.05954120,0.10768941,0.16723061
2150,0.01236776,0.03176798,0.05971296,0.10622405,0.16593700
2151,0.01228635,0.03133223,0.05867888,0.10502110,0.16369998
2152,0.01280401,0.03482445,0.05693160,0.10491978,0.16185139
2153,0.01228611,0.03597132,0.05703985,0.10416752,0.16120737
2154,0.01307745,0.03374073,0.05818132,0.10463355,0.16281487
2155,0.01265204,0.03237038,0.05994706,0.10477814,0.16472520
2156,0.01266622,0.03486280,0.05884571,0.10438884,0.16323455
2157,0.01258685,0.03267221,0.05761745,0.10448587,0.16210332
2158,0.01275981,0.03306947,0.05985640,0.10513486,0.16499126
2159,0.01064521,0.03305135,0.05902563,0.10564134,0.16466697
2160,0.01178757,0.03584108,0.05865761,0.10663232,0.16528993
2161,0.01260698,0.03284471,0.05905164,0.10701959,0.16607123
2162,0.01105207,0.03530649,0.05821175,0.10641482,0.16462657
2163,0.01283968,0.03444740,0.05644889,0.10498414,0.16143303
2164,0.01182003,0.03028600,0.05984650,0.10430898,0.16415548
2165,0.01224671,0.03508604,0.06116415,0.10453431,0.16569845
2166,0.01243545,0.03289518,0.06023907,0.10419571,0.16443479
2167,0.01153775,0.03389506,0.05931389,0.10418420,0.16349808
2168,0.01112581,0.03236353,0.05816384,0.10775267,0.16591651
2169,0.01265050,0.03461295,0.05696657,0.10954378,0.16651034
2170,0.01265178,0.03621644,0.05917813,0.10862850,0.16780664
2171,0.01267543,0.03501784,0.05698765,0.10998192,0.16696957
2172,0.01171391,0.03219224,0.05784081,0.11481698,0.17265779
2173,0.01131928,0.03866273,0.06086497,0.11239849,0.17326346
2174,0.01314364,0.03616053,0.05957120,0.10686266,0.16643385
2175,0.01256381,0.03135340,0.05896165,0.10582641,0.16478806
2176,0.01292420,0.03405701,0.06416188,0.10563703,0.16979891
2177,0.01284171,0.03809678,0.06081586,0.10410718,0.16492304
2178,0.01421240,0.03319912,0.05751095,0.10411226,0.16162321
2179,0.01237180,0.03387485,0.06061966,0.10650473,0.16712439
2180,0.01339103,0.03415859,0.05872251,0.10561053,0.16433304
2181,0.01140163,0.03253855,0.05932233,0.10360220,0.16292453
2182,0.01195307,0.03331392,0.05916058,0.10250858,0.16166916
2183,0.01159696,0.03066589,0.05825496,0.10298918,0.16124414
2184,0.01181979,0.03378701,0.05820084,0.10326695,0.16146778
2185,0.01177417,0.02882339,0.05790790,0.10476235,0.16267025
2186,0.01155049,0.03501619,0.05722464,0.10531400,0.16253864
2187,0.01221521,0.03462362,0.05636419,0.10524478,0.16160896
2188,0.01172530,0.03564348,0.05670065,0.10554592,0.16224658
2189,0.01146716,0.03197022,0.05718100,0.10576180,0.16294279
2190,0.01241542,0.03346903,0.05785574,0.10486840,0.16272415
2191,0.01084188,0.03415145,0.05753335,0.10434069,0.16187405
2192,0.01314617,0.03084930,0.05866830,0.10459080,0.16325910
2193,0.01257597,0.03298377,0.05833804,0.10354129,0.16187933
2194,0.01295968,0.02925309,0.05683539,0.10300855,0.15984394
2195,0.01175206,0.03212879,0.05790865,0.10298613,0.16089477
2196,0.01287051,0.02748807,0.05859729,0.10337308,0.16197037
2197,0.01286747,0.03400416,0.05675399,0.10410784,0.16086183
2198,0.01215892,0.03451043,0.05823195,0.10233612,0.16056807
2199,0.01064090,0.03331878,0.05811459,0.10158713,0.15970172
2200,0.01262129,0.03681217,0.05613993,0.10129253,0.15743246
2201,0.01192767,0.03400455,0.05775034,0.10192882,0.15967916
2202,0.01289674,0.02867390,0.06150552,0.10312787,0.16463339
2203,0.01343826,0.02822179,0.06111060,0.10491340,0.16602400
2204,0.01170171,0.02934273,0.05747313,0.10611970,0.16359283
2205,0.01165695,0.03215615,0.05831389,0.10602542,0.16433931
2206,0.01234412,0.03287809,0.06080033,0.10644682,0.16724715
2207,0.01345513,0.03319704,0.05991874,0.10706422,0.16698296
2208,0.01206427,0.03173674,0.05751551,0.10704624,0.16456174
2209,0.01213719,0.03490153,0.06027237,0.10364613,0.16391850
2210,0.01231817,0.03598531,0.05866956,0.10214257,0.16081213
2211,0.01106326,0.03795701,0.05662890,0.10133220,0.15796110
2212,0.01242839,0.03151812,0.05837568,0.10065389,0.15902957
2213,0.01254285,0.03943382,0.05898161,0.10138857,0.16037019
2214,0.01244622,0.03746020,0.05778487,0.10139725,0.15918212
2215,0.01140079,0.03276494,0.05802620,0.10184287,0.15986906
2216,0.01127473,0.03357401,0.05839109,0.10318717,0.16157826
2217,0.01189087,0.03676049,0.05807877,0.10462084,0.16269961
2218,0.01204093,0.03415203,0.05720797,0.10345337,0.16066134
2219,0.01365850,0.03257162,0.05791217,0.10371758,0.16162975
2220,0.01147311,0.03124877,0.05930692,0.10673869,0.16604562
2221,0.01250867,0.03426892,0.05909875,0.10611316,0.16521191
2222,0.01223095,0.03293144,0.05787414,0.10382513,0.16169927
2223,0.01202351,0.03073701,0.05760605,0.10293220,0.16053825
2224,0.01122629,0.03563776,0.05733280,0.10207017,0.15940297
2225,0.01163131,0.03028875,0.05652911,0.10173973,0.15826884
2226,0.01180449,0.03650740,0.05610610,0.10109439,0.15720050
2227,0.01215723,0.03186687,0.05655158,0.10164964,0.15820122
2228,0.01106992,0.03343629,0.05582787,0.10302807,0.15885593
2229,0.01204346,0.03193915,0.05519936,0.10601456,0.16121392
2230,0.01057836,0.03379046,0.05487957,0.10653760,0.16141717
2231,0.01209299,0.03468846,0.05443359,0.10580250,0.16023609
2232,0.01260951,0.02927596,0.05528808,0.10546006,0.16074814
2233,0.01164335,0.03148691,0.05564048,0.10442551,0.16006599
2234,0.01120268,0.03094199,0.05522801,0.10284449,0.15807251
2235,0.01187924,0.03197389,0.05682339,0.10428988,0.16111327
2236,0.01134243,0.03273454,0.05637284,0.10469515,0.16106799
2237,0.01101300,0.03315910,0.05615313,0.10253046,0.15868358
2238,0.01176212,0.03609302,0.05800221,0.10038237,0.15838457
2239,0.01253341,0.03576324,0.05685500,0.10162902,0.15848402
2240,0.01226381,0.03802718,0.05728137,0.10282888,0.16011024
2241,0.01028522,0.03402177,0.06051591,0.10257765,0.16309356
2242,0.01165412,0.03197642,0.06049904,0.10399107,0.16449011
2243,0.01237630,0.03076872,0.05724626,0.10463398,0.16188024
2244,0.01127426,0.03310454,0.05967899,0.10514929,0.16482828
2245,0.01241350,0.03215791,0.05937899,0.10424228,0.16362127
2246,0.01160320,0.03188984,0.05803769,0.10417419,0.16221188
2247,0.01247191,0.03143331,0.05727405,0.10476471,0.16203876
2248,0.01254188,0.03304806,0.05852052,0.10539653,0.16391705
2249,0.01072184,0.03440302,0.05939259,0.10540211,0.16479470
2250,0.01135561,0.03254883,0.05823704,0.10550170,0.16373874
2251,0.01207545,0.03309480,0.05779891,0.10547578,0.16327469
2252,0.01204083,0.03174301,0.05776493,0.10569310,0.16345803
2253,0.01253572,0.03100591,0.05698100,0.10405955,0.16104055
2254,0.01120875,0.03524523,0.05613403,0.10224975,0.15838378
2255,0.01079496,0.03275172,0.05796577,0.10355533,0.16152110
2256,0.01318135,0.03390494,0.05741537,0.10238498,0.15980036
2257,0.01190018,0.03626264,0.05632785,0.10129540,0.15762324
2258,0.01173220,0.03354954,0.05629891,0.10529843,0.16159734
2259,0.01185327,0.03446311,0.05707720,0.10928681,0.16636401
2260,0.01092354,0.03319217,0.05579117,0.10851178,0.16430294
2261,0.01208476,0.03573209,0.05760255,0.10605213,0.16365468
2262,0.01177439,0.03465007,0.05999483,0.10640090,0.16639573
2263,0.01132377,0.03189907,0.05684827,0.10502833,0.16187660
2264,0.01233535,0.03607919,0.05769908,0.10184646,0.15954554
2265,0.01198990,0.03567193,0.06045141,0.10262747,0.16307888
2266,0.01200692,0.03039408,0.06006252,0.10573936,0.16580189
2267,0.01351412,0.03380955,0.05891056,0.10647901,0.16538957
2268,0.01103217,0.03293579,0.06124566,0.10421185,0.16545751
2269,0.01219641,0.02954921,0.06097760,0.10395844,0.16493604
2270,0.01158025,0.03285205,0.05731919,0.10545716,0.16277636
2271,0.01202045,0.03262640,0.05807723,0.10690861,0.16498584
2272,0.01196363,0.03307108,0.05761652,0.10588741,0.16350392
2273,0.01180332,0.03081520,0.05502457,0.10410815,0.15913273
2274,0.01179688,0.02912744,0.05580840,0.10320002,0.15900842
2275,0.01165858,0.03347269,0.05664729,0.10229131,0.15893860
2276,0.01134714,0.02943411,0.05582701,0.10139335,0.15722036
2277,0.01120031,0.03099437,0.05519484,0.10118569,0.15638054
2278,0.01119421,0.03218900,0.05580220,0.10174217,0.15754437
2279,0.01195517,0.03390288,0.05661553,0.10205462,0.15867015
2280,0.01245994,0.03448605,0.05680431,0.10171965,0.15852396
2281,0.01256686,0.03476224,0.05699841,0.10127405,0.15827246
2282,0.01111722,0.03605289,0.05864124,0.10024258,0.15888382
2283,0.01201784,0.03080170,0.05847936,0.09961404,0.15809340
2284,0.01069382,0.03094723,0.05739402,0.10086073,0.15825475
2285,0.01024331,0.03730059,0.05691077,0.10273101,0.15964178
2286,0.01058701,0.03842716,0.05733988,0.10301280,0.16035268
2287,0.01249754,0.03727505,0.05764500,0.10303063,0.16067563
2288,0.01256795,0.03307620,0.05731687,0.10230297,0.15961984
2289,0.01213365,0.03183293,0.05703040,0.10215041,0.15918081
2290,0.01170081,0.03181164,0.05805381,0.10396416,0.16201796
2291,0.01261005,0.03015684,0.05845417,0.10649560,0.16494977
2292,0.01104508,0.03431135,0.05669969,0.11050531,0.16720500
2293,0.01099926,0.03154321,0.05639571,0.11253107,0.16892678
2294,0.01163483,0.03607489,0.05735286,0.10865666,0.16600952
2295,0.01171860,0.03306684,0.05692467,0.10353719,0.16046185
2296,0.01116017,0.03160708,0.05718282,0.10119323,0.15837605
2297,0.01062027,0.03035156,0.05761444,0.10240981,0.16002425
2298,0.01148000,0.03754936,0.05644907,0.10138085,0.15782992
2299,0.01070899,0.03882723,0.05626911,0.10043611,0.15670522
2300,0.01237243,0.03475253,0.05577170,0.10099248,0.15676418
2301,0.01157620,0.02815002,0.05506424,0.10189171,0.15695595
2302,0.01046794,0.03091384,0.05495590,0.10155100,0.15650690
2303,0.01067789,0.03166649,0.05435016,0.10098719,0.15533735
2304,0.01094845,0.03706005,0.05518387,0.10122458,0.15640845
2305,0.01103704,0.03271352,0.05751827,0.09971078,0.15722905
2306,0.01223537,0.02855606,0.05875533,0.09999106,0.15874639
2307,0.01134314,0.03269155,0.05851945,0.10378778,0.16230723
2308,0.01254609,0.03346440,0.05895598,0.10459248,0.16354846
2309,0.01083534,0.03487550,0.06114354,0.10058746,0.16173100
2310,0.01372174,0.03313363,0.05979258,0.09970012,0.15949270
2311,0.01220116,0.03349342,0.05630090,0.10280622,0.15910712
2312,0.01206631,0.03154892,0.05898382,0.10523765,0.16422147
2313,0.01130548,0.03179582,0.06095158,0.10379422,0.16474580
2314,0.01248306,0.03055357,0.05891493,0.10171805,0.16063298
2315,0.01120385,0.03427069,0.05887584,0.10033420,0.15921004
2316,0.01083203,0.03222604,0.05792661,0.10044025,0.15836686
2317,0.01231676,0.03481426,0.05664530,0.10178986,0.15843516
2318,0.01203558,0.03314734,0.05848714,0.10252540,0.16101254
2319,0.01178497,0.03248500,0.05894588,0.10366467,0.16261054
2320,0.01239570,0.03289841,0.05830444,0.10439125,0.16269569
2321,0.01235673,0.02990327,0.05887070,0.10588045,0.16475114
2322,0.01224169,0.03168071,0.05806473,0.10601041,0.16407514
2323,0.01129783,0.03495274,0.05698368,0.10432672,0.16131039
2324,0.01181458,0.03344731,0.05720806,0.10274876,0.15995682
2325,0.01222291,0.03198509,0.05751270,0.10179053,0.15930323
2326,0.01171252,0.03227217,0.05780524,0.10061453,0.15841977
2327,0.01205326,0.03595863,0.05840613,0.10071012,0.15911626
2328,0.01078872,0.03274083,0.05784588,0.10127113,0.15911701
2329,0.01197179,0.03397278,0.05638493,0.10199811,0.15838305
2330,0.01165608,0.03098359,0.05525834,0.10306174,0.15832008
2331,0.01130310,0.03632971,0.05478018,0.10272650,0.15750667
2332,0.01133592,0.03410577,0.05516532,0.10351814,0.15868345
2333,0.01125102,0.02954641,0.05576518,0.10513917,0.16090436
2334,0.01113529,0.03164228,0.05567562,0.10413637,0.15981199
2335,0.01136657,0.03275408,0.05580175,0.10242549,0.15822723
2336,0.01107365,0.03211731,0.05610342,0.10158379,0.15768721
2337,0.01092420,0.03135051,0.05587958,0.10129923,0.15717881
2338,0.01092634,0.03144273,0.05573568,0.10056301,0.15629869
2339,0.01084915,0.03083602,0.05775179,0.09984893,0.15760072
2340,0.01181653,0.03299830,0.05537935,0.09865388,0.15403323
