tem,sr,Al,Zr,Sn,Mo,Cr,Nb,Si,V,Ta,Fe,T1,t1,T2,t2,T3,t3,C1_1,C1_2,C1_3,C2_1,C2_2,C2_3,C3_1,C3_2,C3_3,YS,FS,ID,imgf,UTS
25,0,5,2,2,4,4,0,0,0,0,0,840,1,800,1,630,8,0,1,0,1,0,0,0,1,0,1173.932984,0.269829057,7-2,0.05471 ,1488.78564
25,2000,5,2,2,4,4,0,0,0,0,0,840,1,800,1,630,8,0,1,0,1,0,0,0,1,0,1553.3,0.122955033,7-2,0.05471 ,1655.918443
25,3000,5,2,2,4,4,0,0,0,0,0,840,1,800,1,630,8,0,1,0,1,0,0,0,1,0,1575.35,0.212314609,7-2,0.05471 ,1693.770931
25,4000,5,2,2,4,4,0,0,0,0,0,840,1,800,1,630,8,0,1,0,1,0,0,0,1,0,1683.756,0.181709129,7-2,0.05471 ,1774.24965
350,0,5,2,2,4,4,0,0,0,0,0,840,1,800,1,630,8,0,1,0,1,0,0,0,1,0,715.542,0.26594,7-2,0.05471 ,1068.822777
450,0,5,2,2,4,4,0,0,0,0,0,840,1,800,1,630,8,0,1,0,1,0,0,0,1,0,663.692,0.31393,7-2,0.05471 ,961.0514655
550,0,5,2,2,4,4,0,0,0,0,0,840,1,800,1,630,8,0,1,0,1,0,0,0,1,0,536.598,0.65189,7-2,0.05471 ,713.5682844
25,0,5,2,2,4,4,0,0,0,0,0,910,0.33,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1025.487694,0.264747101,7-3,0.69895 ,1416.640986
25,2000,5,2,2,4,4,0,0,0,0,0,910,0.33,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1439.46,0.14805181,7-3,0.69895 ,1600.289318
25,3000,5,2,2,4,4,0,0,0,0,0,910,0.33,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1544.79,0.22207012,7-3,0.69895 ,1668.565454
25,4000,5,2,2,4,4,0,0,0,0,0,910,0.33,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1649.315,0.22599025,7-3,0.69895 ,1693.384168
350,0,5,2,2,4,4,0,0,0,0,0,910,0.33,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,606.834,0.31997,7-3,0.69895 ,1082.391242
450,0,5,2,2,4,4,0,0,0,0,0,910,0.33,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,625.076,0.35004,7-3,0.69895 ,1035.863131
550,0,5,2,2,4,4,0,0,0,0,0,910,0.33,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,717.002,0.61997,7-3,0.69895 ,772.3257064
25,0,5,2,2,4,4,0,0,0,0,0,810,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1119.125246,0.172806964,7-4,0.13758 ,1421.264827
25,2000,5,2,2,4,4,0,0,0,0,0,810,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1398.048,0.135489737,7-4,0.13758 ,1583.535481
25,3000,5,2,2,4,4,0,0,0,0,0,810,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1486.991,0.155177915,7-4,0.13758 ,1665.181014
25,4000,5,2,2,4,4,0,0,0,0,0,810,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1576.217,0.195286605,7-4,0.13758 ,1723.739963
350,0,5,2,2,4,4,0,0,0,0,0,810,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,710.272,0.23901,7-4,0.13758 ,1096.239968
450,0,5,2,2,4,4,0,0,0,0,0,810,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,597.91,0.214,7-4,0.13758 ,1153.582522
550,0,5,2,2,4,4,0,0,0,0,0,810,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,593.322,0.65092,7-4,0.13758 ,822.8072155
25,0,5,0,0,4.75,1,0,0,4.75,0,1,890,0.5,750,2,570,4,0,1,0,0,1,0,0,1,0,1090.46,0.232386133,8-1,0.43842 ,1464.972154
25,2000,5,0,0,4.75,1,0,0,4.75,0,1,890,0.5,750,2,570,4,0,1,0,0,1,0,0,1,0,1521.012328,0.14983802,8-1,0.43842 ,1762.480639
25,2500,5,0,0,4.75,1,0,0,4.75,0,1,890,0.5,750,2,570,4,0,1,0,0,1,0,0,1,0,1798.212638,0.19245906,8-1,0.43842 ,1935.940891
25,3000,5,0,0,4.75,1,0,0,4.75,0,1,890,0.5,750,2,570,4,0,1,0,0,1,0,0,1,0,1645.67238,0.177129715,8-1,0.43842 ,1815.535889
25,4000,5,0,0,4.75,1,0,0,4.75,0,1,890,0.5,750,2,570,4,0,1,0,0,1,0,0,1,0,937.5472888,0.180733174,8-1,0.43842 ,966.9444601
350,0,5,0,0,4.75,1,0,0,4.75,0,1,890,0.5,750,2,570,4,0,1,0,0,1,0,0,1,0,844.898,0.171518,8-1,0.43842 ,1387.05065
450,0,5,0,0,4.75,1,0,0,4.75,0,1,890,0.5,750,2,570,4,0,1,0,0,1,0,0,1,0,819.46,0.416378,8-1,0.43842 ,1363.133333
550,0,5,0,0,4.75,1,0,0,4.75,0,1,890,0.5,750,2,570,4,0,1,0,0,1,0,0,1,0,676.97,0.46269,8-1,0.43842 ,846.4633333
25,0,5,0,0,4.75,1,0,0,4.75,0,1,830,2,750,2,570,4,0,1,0,0,1,0,0,1,0,1131.14,0.270456619,8-2,0.03644 ,1449.946097
25,2000,5,0,0,4.75,1,0,0,4.75,0,1,830,2,750,2,570,4,0,1,0,0,1,0,0,1,0,1314.653207,0.196032665,8-2,0.03644 ,1703.675432
25,3000,5,0,0,4.75,1,0,0,4.75,0,1,830,2,750,2,570,4,0,1,0,0,1,0,0,1,0,1935.209975,0.192472479,8-2,0.03644 ,1940.91714
25,4000,5,0,0,4.75,1,0,0,4.75,0,1,830,2,750,2,570,4,0,1,0,0,1,0,0,1,0,868.9186007,0.215736921,8-2,0.03644 ,942.1589334
350,0,5,0,0,4.75,1,0,0,4.75,0,1,830,2,750,2,570,4,0,1,0,0,1,0,0,1,0,745.304,0.225361,8-2,0.03644 ,1402.499792
450,0,5,0,0,4.75,1,0,0,4.75,0,1,830,2,750,2,570,4,0,1,0,0,1,0,0,1,0,821.388,0.361128,8-2,0.03644 ,1316.8
550,0,5,0,0,4.75,1,0,0,4.75,0,1,830,2,750,2,570,4,0,1,0,0,1,0,0,1,0,599.69,0.511634,8-2,0.03644 ,970.5566667
25,0,5,0,0,4.75,1,0,0,4.75,0,1,550,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1167.48,0.238011027,8-3,0.07260 ,1465.634597
25,2000,5,0,0,4.75,1,0,0,4.75,0,1,550,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1519.634297,0.145546308,8-3,0.07260 ,1772.931025
25,3000,5,0,0,4.75,1,0,0,4.75,0,1,550,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1892.00148,0.165279509,8-3,0.07260 ,1892.00148
25,4000,5,0,0,4.75,1,0,0,4.75,0,1,550,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,917.6684508,0.18182212,8-3,0.07260 ,980.8614857
350,0,5,0,0,4.75,1,0,0,4.75,0,1,550,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,683.052,0.233367,8-3,0.07260 ,1370.519995
450,0,5,0,0,4.75,1,0,0,4.75,0,1,550,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,760.814,0.471959,8-3,0.07260 ,1673.533333
550,0,5,0,0,4.75,1,0,0,4.75,0,1,550,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,655.02,0.522875,8-3,0.07260 ,1101.366667
25,0,5,0,0,4.75,1,0,0,4.75,0,1,700,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,957.348,0.721565174,8-4,0.01000 ,1296.62703
25,2000,5,0,0,4.75,1,0,0,4.75,0,1,700,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1244.001505,0.244252657,8-4,0.01000 ,1484.736912
25,3000,5,0,0,4.75,1,0,0,4.75,0,1,700,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1547.028979,0.228531391,8-4,0.01000 ,1637.725703
25,4000,5,0,0,4.75,1,0,0,4.75,0,1,700,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,767.5113163,0.169540252,8-4,0.01000 ,873.6841316
350,0,5,0,0,4.75,1,0,0,4.75,0,1,700,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,648.458,0.387796,8-4,0.01000 ,1489.9
450,0,5,0,0,4.75,1,0,0,4.75,0,1,700,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,642.134,0.42584,8-4,0.01000 ,1486.833333
550,0,5,0,0,4.75,1,0,0,4.75,0,1,700,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,545.928,0.505876,8-4,0.01000 ,890.5366667
25,0,5,0,0,4.75,1,0,0,4.75,0,1,905,1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,839.1,0.243237846,8-5,0.20156 ,1106.974108
25,2000,5,0,0,4.75,1,0,0,4.75,0,1,905,1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,988.1785586,0.142565589,8-5,0.20156 ,1362.112605
25,3500,5,0,0,4.75,1,0,0,4.75,0,1,905,1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1381.017274,0.091407101,8-5,0.20156 ,1510.213385
25,4000,5,0,0,4.75,1,0,0,4.75,0,1,905,1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,716.680029,0.073923486,8-5,0.20156 ,805.032853
350,0,5,0,0,4.75,1,0,0,4.75,0,1,905,1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,765.3197229,0.186127,8-5,0.20156 ,1152.172977
450,0,5,0,0,4.75,1,0,0,4.75,0,1,905,1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1114.94,0.056699,8-5,0.20156 ,1431.654068
550,0,5,0,0,4.75,1,0,0,4.75,0,1,905,1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,874.538,0.480973,8-5,0.20156 ,1127.333333
25,0,5,0,0,4.75,1,0,0,4.75,0,1,850,2,760,2,650,4,0,0,1,0,1,0,0,1,0,956.352,0.693855431,8-6,0.06357 ,1316.328178
25,2000,5,0,0,4.75,1,0,0,4.75,0,1,850,2,760,2,650,4,0,0,1,0,1,0,0,1,0,1328.236358,0.261156802,8-6,0.06357 ,1516.389076
25,3500,5,0,0,4.75,1,0,0,4.75,0,1,850,2,760,2,650,4,0,0,1,0,1,0,0,1,0,1686.45437,0.191162546,8-6,0.06357 ,1726.208433
25,4000,5,0,0,4.75,1,0,0,4.75,0,1,850,2,760,2,650,4,0,0,1,0,1,0,0,1,0,818.5146246,0.258176526,8-6,0.06357 ,844.7505665
350,0,5,0,0,4.75,1,0,0,4.75,0,1,850,2,760,2,650,4,0,0,1,0,1,0,0,1,0,674.858,0.278292,8-6,0.06357 ,1358.03112
450,0,5,0,0,4.75,1,0,0,4.75,0,1,850,2,760,2,650,4,0,0,1,0,1,0,0,1,0,660.058,0.425386,8-6,0.06357 ,1402.133333
550,0,5,0,0,4.75,1,0,0,4.75,0,1,850,2,760,2,650,4,0,0,1,0,1,0,0,1,0,534.864,0.502855,8-6,0.06357 ,941.3333333
25,0,6,2,2,3,1,2,0,0,0,0,900,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1095.64004,0.220896079,9-1,0.29020 ,1462.283482
25,1500,6,2,2,3,1,2,0,0,0,0,900,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1277.787,0.106023689,9-1,0.29020 ,1583.340153
25,2000,6,2,2,3,1,2,0,0,0,0,900,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1227.932,0.153416224,9-1,0.29020 ,1543.916816
25,3000,6,2,2,3,1,2,0,0,0,0,900,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1459.441,0.212139456,9-1,0.29020 ,1649.583051
25,4000,6,2,2,3,1,2,0,0,0,0,900,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1538.126,0.227534299,9-1,0.29020 ,1658.761253
350,0,6,2,2,3,1,2,0,0,0,0,900,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,727.874,0.26499,9-1,0.29020 ,1126.7875
450,0,6,2,2,3,1,2,0,0,0,0,900,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,640.814,0.34504,9-1,0.29020 ,1076.090181
550,0,6,2,2,3,1,2,0,0,0,0,900,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,646.952,0.65298,9-1,0.29020 ,864.4787396
25,0,6,2,2,3,1,2,0,0,0,0,900,0.75,590,4,-1,-1,0,1,0,0,1,0,0,0,0,1193.247828,0.179007056,9-2,0.26572 ,1487.393615
25,2000,6,2,2,3,1,2,0,0,0,0,900,0.75,590,4,-1,-1,0,1,0,0,1,0,0,0,0,1291.121,0.16465353,9-2,0.26572 ,1578.579552
25,3000,6,2,2,3,1,2,0,0,0,0,900,0.75,590,4,-1,-1,0,1,0,0,1,0,0,0,0,1345.472,0.23460635,9-2,0.26572 ,1525.036914
25,3500,6,2,2,3,1,2,0,0,0,0,900,0.75,590,4,-1,-1,0,1,0,0,1,0,0,0,0,1449.327,0.2549188,9-2,0.26572 ,1605.673898
25,4000,6,2,2,3,1,2,0,0,0,0,900,0.75,590,4,-1,-1,0,1,0,0,1,0,0,0,0,1497.84,0.30410283,9-2,0.26572 ,1651.938996
350,0,6,2,2,3,1,2,0,0,0,0,900,0.75,590,4,-1,-1,0,1,0,0,1,0,0,0,0,743.58,0.31716,9-2,0.26572 ,1108.368766
450,0,6,2,2,3,1,2,0,0,0,0,900,0.75,590,4,-1,-1,0,1,0,0,1,0,0,0,0,681.86,0.26949,9-2,0.26572 ,1049.768174
550,0,6,2,2,3,1,2,0,0,0,0,900,0.75,590,4,-1,-1,0,1,0,0,1,0,0,0,0,619.856,0.65268,9-2,0.26572 ,831.160264
25,0,6,2,2,3,1,2,0,0,0,0,820,1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1063.549634,0.305846043,9-3,0.10973 ,1421.505257
25,2000,6,2,2,3,1,2,0,0,0,0,820,1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1380.724,0.15015254,9-3,0.10973 ,1490.222821
25,3000,6,2,2,3,1,2,0,0,0,0,820,1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1469.815,0.21771434,9-3,0.10973 ,1602.181506
25,4000,6,2,2,3,1,2,0,0,0,0,820,1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1433.755,0.29772495,9-3,0.10973 ,1677.515673
350,0,6,2,2,3,1,2,0,0,0,0,820,1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,608.148,0.29623,9-3,0.10973 ,956.376408
450,0,6,2,2,3,1,2,0,0,0,0,820,1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,574.624,0.30965,9-3,0.10973 ,933.6287407
550,0,6,2,2,3,1,2,0,0,0,0,820,1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,558.308,0.6517,9-3,0.10973 ,794.3049204
25,0,6,2,2,3,1,2,0,0,0,0,920,1,820,1,-1,-1,0,1,0,0,0,1,0,0,0,1059.009376,0.332261116,9-4,0.15494 ,1456.441422
25,2000,6,2,2,3,1,2,0,0,0,0,920,1,820,1,-1,-1,0,1,0,0,0,1,0,0,0,1372.546,0.12171107,9-4,0.15494 ,1488.060334
25,3000,6,2,2,3,1,2,0,0,0,0,920,1,820,1,-1,-1,0,1,0,0,0,1,0,0,0,1444.866,0.223701439,9-4,0.15494 ,1550.625325
25,4000,6,2,2,3,1,2,0,0,0,0,920,1,820,1,-1,-1,0,1,0,0,0,1,0,0,0,1458.115,0.261518756,9-4,0.15494 ,1588.964707
350,0,6,2,2,3,1,2,0,0,0,0,920,1,820,1,-1,-1,0,1,0,0,0,1,0,0,0,644.29,0.313,9-4,0.15494 ,1075.311363
450,0,6,2,2,3,1,2,0,0,0,0,920,1,820,1,-1,-1,0,1,0,0,0,1,0,0,0,579.504,0.40302,9-4,0.15494 ,1023.190729
550,0,6,2,2,3,1,2,0,0,0,0,920,1,820,1,-1,-1,0,1,0,0,0,1,0,0,0,567.396,0.0438255,9-4,0.15494 ,811.4302014
25,0,6,2,2,3,1,2,0,0,0,0,985,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,979.062414,0.179485582,9-5,0.46830 ,1406.053262
25,2000,6,2,2,3,1,2,0,0,0,0,985,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1258.815,0.13302893,9-5,0.46830 ,1563.246612
25,3000,6,2,2,3,1,2,0,0,0,0,985,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1322.069,0.165291248,9-5,0.46830 ,1562.940571
25,4000,6,2,2,3,1,2,0,0,0,0,985,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1420.138,0.17808745,9-5,0.46830 ,1588.825137
350,0,6,2,2,3,1,2,0,0,0,0,985,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,677.208,0.18204,9-5,0.46830 ,1041.336362
450,0,6,2,2,3,1,2,0,0,0,0,985,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,630.496,0.18405,9-5,0.46830 ,1044.499965
550,0,6,2,2,3,1,2,0,0,0,0,985,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,644.312,0.65177,9-5,0.46830 ,844.2866926
25,0,6,2,2,3,1,2,0,0,0,0,900,0.75,620,4,-1,-1,0,1,0,0,1,0,0,0,0,1167.878904,0.208008664,9-6,0.38758 ,1461.959832
25,2000,6,2,2,3,1,2,0,0,0,0,900,0.75,620,4,-1,-1,0,1,0,0,1,0,0,0,0,1446.135,0.15673406,9-6,0.38758 ,1616.281567
25,2500,6,2,2,3,1,2,0,0,0,0,900,0.75,620,4,-1,-1,0,1,0,0,1,0,0,0,0,1541.913,0.15890635,9-6,0.38758 ,1700.246996
25,3000,6,2,2,3,1,2,0,0,0,0,900,0.75,620,4,-1,-1,0,1,0,0,1,0,0,0,0,1635.679,0.20885555,9-6,0.38758 ,1716.301465
25,3500,6,2,2,3,1,2,0,0,0,0,900,0.75,620,4,-1,-1,0,1,0,0,1,0,0,0,0,1656.821,0.21994678,9-6,0.38758 ,1772.05725
25,4000,6,2,2,3,1,2,0,0,0,0,900,0.75,620,4,-1,-1,0,1,0,0,1,0,0,0,0,1652.711,0.19497549,9-6,0.38758 ,1799.525353
350,0,6,2,2,3,1,2,0,0,0,0,900,0.75,620,4,-1,-1,0,1,0,0,1,0,0,0,0,705.138,0.26706,9-6,0.38758 ,1121.73501
450,0,6,2,2,3,1,2,0,0,0,0,900,0.75,620,4,-1,-1,0,1,0,0,1,0,0,0,0,636.278,0.22606,9-6,0.38758 ,970.9628556
550,0,6,2,2,3,1,2,0,0,0,0,900,0.75,620,4,-1,-1,0,1,0,0,1,0,0,0,0,628.008,0.57133,9-6,0.38758 ,839.0178549
25,0,6,2,2,3,1,2,0,0,0,0,1050,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1490.663613,0.007729798,9-7,0.27633 ,1565.060878
25,2500,6,2,2,3,1,2,0,0,0,0,1050,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1100.53696,0.02548993,9-7,0.27633 ,1365.696278
25,3000,6,2,2,3,1,2,0,0,0,0,1050,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1406.71,0.02056455,9-7,0.27633 ,1710.007303
25,3500,6,2,2,3,1,2,0,0,0,0,1050,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1503.413,0.024422788,9-7,0.27633 ,1770.296334
25,4000,6,2,2,3,1,2,0,0,0,0,1050,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1576.1324,0.017116181,9-7,0.27633 ,1888.657765
550,0,6,2,2,3,1,2,0,0,0,0,1050,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,926.168,0.01354,9-7,0.27633 ,1068.4693
25,0,0,0,0,0,15,0,0.2,25,0,0,600,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,859.718,0.666516934,10-1,0.02335 ,1289.624171
25,2000,0,0,0,0,15,0,0.2,25,0,0,600,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1298.637734,0.281797353,10-1,0.02335 ,1485.590249
25,3000,0,0,0,0,15,0,0.2,25,0,0,600,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1592.618998,0.381087213,10-1,0.02335 ,1676.894312
25,4000,0,0,0,0,15,0,0.2,25,0,0,600,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,757.4906409,0.255287675,10-1,0.02335 ,807.0851558
350,0,0,0,0,0,15,0,0.2,25,0,0,600,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,688.392,0.357106,10-1,0.02335 ,1520.74
450,0,0,0,0,0,15,0,0.2,25,0,0,600,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,675.6910522,0.333,10-1,0.02335 ,1446.63108
550,0,0,0,0,0,15,0,0.2,25,0,0,600,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,926.746,0.346502,10-1,0.02335 ,1486.68
25,0,0,0,0,0,15,0,0.2,25,0,0,700,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,932.14,0.706538445,10-2,0.10545 ,1270.678133
25,2500,0,0,0,0,15,0,0.2,25,0,0,700,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,633.5418174,0.42955736,10-2,0.10545 ,678.5495574
25,3500,0,0,0,0,15,0,0.2,25,0,0,700,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1510.421897,0.253223686,10-2,0.10545 ,1581.774633
25,4000,0,0,0,0,15,0,0.2,25,0,0,700,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,838.4045213,0.246448633,10-2,0.10545 ,869.1018692
350,0,0,0,0,0,15,0,0.2,25,0,0,700,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,689.864,0.391233,10-2,0.10545 ,1559.333333
450,0,0,0,0,0,15,0,0.2,25,0,0,700,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,639.2314583,0.375756,10-2,0.10545 ,1523.126608
550,0,0,0,0,0,15,0,0.2,25,0,0,700,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,686.164,0.342748,10-2,0.10545 ,1165.272543
25,0,0,0,0,0,15,0,0.2,25,0,0,850,1,550,6,-1,-1,1,0,0,0,1,0,0,0,0,879.382,0.69573653,10-3,0.03476 ,1291.413447
25,2000,0,0,0,0,15,0,0.2,25,0,0,850,1,550,6,-1,-1,1,0,0,0,1,0,0,0,0,1268.512355,0.298581636,10-3,0.03476 ,1473.391892
25,3500,0,0,0,0,15,0,0.2,25,0,0,850,1,550,6,-1,-1,1,0,0,0,1,0,0,0,0,1524.699025,0.233664954,10-3,0.03476 ,1625.589011
25,4000,0,0,0,0,15,0,0.2,25,0,0,850,1,550,6,-1,-1,1,0,0,0,1,0,0,0,0,746.7404586,0.360220346,10-3,0.03476 ,841.5354974
350,0,0,0,0,0,15,0,0.2,25,0,0,850,1,550,6,-1,-1,1,0,0,0,1,0,0,0,0,673.142,0.382448,10-3,0.03476 ,1559.36
450,0,0,0,0,0,15,0,0.2,25,0,0,850,1,550,6,-1,-1,1,0,0,0,1,0,0,0,0,668.85,0.388656,10-3,0.03476 ,1508.88
550,0,0,0,0,0,15,0,0.2,25,0,0,850,1,550,6,-1,-1,1,0,0,0,1,0,0,0,0,655,0.412825,10-3,0.03476 ,1622.44
25,0,0,0,0,0,15,0,0.2,25,0,0,900,1,400,10,600,5,1,0,0,0,1,0,0,1,0,880.95,0.68072071,10-4,0.12168 ,1302.843801
25,2000,0,0,0,0,15,0,0.2,25,0,0,900,1,400,10,600,5,1,0,0,0,1,0,0,1,0,1207.893534,0.289875419,10-4,0.12168 ,1467.021543
25,3000,0,0,0,0,15,0,0.2,25,0,0,900,1,400,10,600,5,1,0,0,0,1,0,0,1,0,1506.764522,0.297967446,10-4,0.12168 ,1617.799146
25,4000,0,0,0,0,15,0,0.2,25,0,0,900,1,400,10,600,5,1,0,0,0,1,0,0,1,0,801.3643854,0.258685956,10-4,0.12168 ,854.2311229
350,0,0,0,0,0,15,0,0.2,25,0,0,900,1,400,10,600,5,1,0,0,0,1,0,0,1,0,694.8742041,0.345231,10-4,0.12168 ,1474.531663
450,0,0,0,0,0,15,0,0.2,25,0,0,900,1,400,10,600,5,1,0,0,0,1,0,0,1,0,675.4744641,0.354188,10-4,0.12168 ,1494.631547
550,0,0,0,0,0,15,0,0.2,25,0,0,900,1,400,10,600,5,1,0,0,0,1,0,0,1,0,656.328,0.367299,10-4,0.12168 ,1352.32
25,0,0,0,0,0,15,0,0.2,25,0,0,900,1,700,6,560,5,1,0,0,0,1,0,0,1,0,869.452,0.697028704,10-5,0.18259 ,1274.9476
25,2000,0,0,0,0,15,0,0.2,25,0,0,900,1,700,6,560,5,1,0,0,0,1,0,0,1,0,1139.026011,0.306368956,10-5,0.18259 ,1373.667868
25,3000,0,0,0,0,15,0,0.2,25,0,0,900,1,700,6,560,5,1,0,0,0,1,0,0,1,0,1578.813772,0.325079292,10-5,0.18259 ,1631.104668
25,4000,0,0,0,0,15,0,0.2,25,0,0,900,1,700,6,560,5,1,0,0,0,1,0,0,1,0,809.2291884,0.399729007,10-5,0.18259 ,866.1384397
350,0,0,0,0,0,15,0,0.2,25,0,0,900,1,700,6,560,5,1,0,0,0,1,0,0,1,0,700.866,0.376505,10-5,0.18259 ,1595.857766
450,0,0,0,0,0,15,0,0.2,25,0,0,900,1,700,6,560,5,1,0,0,0,1,0,0,1,0,677.315528,0.394697,10-5,0.18259 ,1585.631044
550,0,0,0,0,0,15,0,0.2,25,0,0,900,1,700,6,560,5,1,0,0,0,1,0,0,1,0,653.37,0.467695,10-5,0.18259 ,1690.566667
25,0,0,0,0,0,0,45,0,0,0,0,750,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,456.48,0.815475279,11-1,0.14330 ,666.1800929
25,2000,0,0,0,0,0,45,0,0,0,0,750,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1121.023114,0.312685841,11-1,0.14330 ,1415.645334
25,3500,0,0,0,0,0,45,0,0,0,0,750,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,736.341859,0.419876251,11-1,0.14330 ,775.1092287
25,4000,0,0,0,0,0,45,0,0,0,0,750,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,728.3978286,0.499054187,11-1,0.14330 ,774.5862078
350,0,0,0,0,0,0,45,0,0,0,0,750,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,200.172,0.491749,11-1,0.14330 ,601
450,0,0,0,0,0,0,45,0,0,0,0,750,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,180.912,0.596001,11-1,0.14330 ,723.0066667
550,0,0,0,0,0,0,45,0,0,0,0,750,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,123.484,0.503673,11-1,0.14330 ,343.86
25,0,0,0,0,0,0,45,0,0,0,0,800,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,470.044,0.733887928,11-2,0.03394 ,670.3904648
25,2000,0,0,0,0,0,45,0,0,0,0,800,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,664.8141997,0.384032937,11-2,0.03394 ,704.724587
