epoch,train_mse_uts,train_mse_fs,train_mae_uts,val_mae_uts,train_mae_fs,val_mae_fs,val_score
943,0.02247981,0.05161475,0.08485862,0.08329933,0.12948632,0.22554114,0.30884048
944,0.02549306,0.05358462,0.08556717,0.08432774,0.13058589,0.22488461,0.30921235
945,0.02121737,0.05160411,0.08745379,0.08519728,0.13159111,0.22500977,0.31020705
946,0.02270947,0.05454879,0.08487190,0.08198344,0.13228928,0.22461152,0.30659496
947,0.02209409,0.05368997,0.08614432,0.08434020,0.13174665,0.22190589,0.30624609
948,0.02234683,0.04822937,0.08688453,0.08533168,0.12932512,0.21966442,0.30499610
949,0.02495155,0.05597346,0.08943482,0.08503292,0.12562999,0.22175536,0.30678827
950,0.02488284,0.05105469,0.09218674,0.08743090,0.12746786,0.22653598,0.31396688
951,0.02133761,0.04642174,0.09114870,0.08756620,0.13283284,0.23376882,0.32133503
952,0.02406877,0.05540865,0.08696233,0.08377419,0.13485534,0.23520382,0.31897800
953,0.02337884,0.05078052,0.08612784,0.08135020,0.13116319,0.23002216,0.31137236
954,0.02377260,0.04808312,0.08553310,0.08056380,0.12989596,0.22614270,0.30670650
955,0.02403469,0.05183030,0.08493453,0.08110973,0.13289967,0.22469018,0.30579992
956,0.02099739,0.05235993,0.08599004,0.08352259,0.13483761,0.22642256,0.30994515
957,0.02089556,0.05362650,0.08558008,0.08408024,0.13362288,0.22949080,0.31357104
958,0.02104803,0.05400471,0.08696109,0.08571308,0.13305263,0.23227885,0.31799193
959,0.02240025,0.05606396,0.08844359,0.08684851,0.13124664,0.23233120,0.31917971
960,0.02092353,0.05258049,0.08746542,0.08511272,0.12736341,0.22696991,0.31208263
961,0.02449440,0.05699338,0.08532865,0.08217762,0.12630703,0.22435212,0.30652975
962,0.02196010,0.04731464,0.08454320,0.08086871,0.12636915,0.22329694,0.30416565
963,0.02345371,0.04940689,0.08706788,0.08478486,0.12699749,0.22329459,0.30807944
964,0.02265524,0.04844950,0.08818021,0.08676151,0.12897825,0.22696511,0.31372663
965,0.02266204,0.04487286,0.08534046,0.08216096,0.13030650,0.23000169,0.31216265
966,0.02283504,0.04959946,0.08502454,0.08207324,0.12898009,0.22982556,0.31189880
967,0.02263166,0.04943027,0.08802991,0.08436033,0.12799454,0.23014446,0.31450479
968,0.02280865,0.04934243,0.09087223,0.08715390,0.12657197,0.22907324,0.31622715
969,0.02083049,0.05015734,0.09068672,0.08940874,0.12654705,0.23032458,0.31973332
970,0.02398939,0.05188181,0.08667098,0.08762982,0.12594701,0.23203605,0.31966588
971,0.02273319,0.05131735,0.08420999,0.08445856,0.12601259,0.23107608,0.31553464
972,0.02301669,0.04765970,0.08504153,0.08389170,0.12548375,0.22756252,0.31145421
973,0.01939522,0.05171767,0.08577491,0.08458844,0.12632418,0.22514722,0.30973566
974,0.02157813,0.04760446,0.08533849,0.08392183,0.12746464,0.22288996,0.30681179
975,0.02153367,0.04427427,0.08494753,0.08406378,0.12905522,0.22101757,0.30508135
976,0.02312185,0.04967666,0.08587931,0.08511905,0.13127843,0.22394866,0.30906771
977,0.02132316,0.04992568,0.08614854,0.08519237,0.13349131,0.22632545,0.31151782
978,0.02477635,0.05365726,0.08464525,0.08391616,0.13540967,0.22860768,0.31252385
979,0.02059735,0.05762751,0.08367151,0.08374260,0.13312641,0.22792774,0.31167034
980,0.01984761,0.05522890,0.08381008,0.08399211,0.12826966,0.22239915,0.30639125
981,0.02070558,0.04752715,0.08447919,0.08455843,0.12829761,0.21863595,0.30319438
982,0.02137484,0.04743296,0.08603365,0.08588951,0.12650749,0.21905795,0.30494746
983,0.01960177,0.05347751,0.08541421,0.08519930,0.12432351,0.22455154,0.30975084
984,0.02063234,0.04659079,0.08370633,0.08184816,0.12530617,0.22930102,0.31114918
985,0.02381239,0.05170193,0.08525203,0.08043145,0.12692678,0.23129663,0.31172808
986,0.02289939,0.04846560,0.08696882,0.08276646,0.12969857,0.23204781,0.31481427
987,0.02323011,0.04067025,0.08354112,0.08069023,0.13177587,0.23097113,0.31166136
988,0.02338363,0.05730797,0.08778845,0.08593678,0.13383909,0.22837654,0.31431332
989,0.02151679,0.04755035,0.08425061,0.08309469,0.13377386,0.22560905,0.30870374
990,0.02148654,0.04754981,0.08312536,0.08269992,0.13037747,0.22368157,0.30638149
991,0.02155969,0.05185020,0.08324264,0.08299868,0.12787831,0.22393624,0.30693492
992,0.02079654,0.04762663,0.08267494,0.08284979,0.12952553,0.22945902,0.31230880
993,0.02217014,0.04726064,0.08482759,0.08552782,0.13333048,0.23567596,0.32120378
994,0.02103547,0.05581915,0.08630235,0.08745431,0.13085729,0.23236352,0.31981783
995,0.02358391,0.05370272,0.08726363,0.08710826,0.12409489,0.22344320,0.31055146
996,0.02247825,0.05185810,0.08692446,0.08380363,0.12232915,0.21964514,0.30344877
997,0.02060658,0.04665410,0.08856594,0.08481831,0.12374640,0.22033720,0.30515551
998,0.02389223,0.04332242,0.08408152,0.08264232,0.12409985,0.22241984,0.30506216
999,0.02302783,0.04975091,0.08680686,0.08790015,0.12776463,0.23050693,0.31840708
1000,0.02189966,0.04954355,0.08899420,0.08951385,0.13426994,0.23608632,0.32560018
