epoch,train_mse_ys,train_mse_fs,train_mae_ys,val_mae_ys,train_mae_fs,val_mae_fs,val_score
946,0.02959924,0.05449864,0.09662976,0.09807394,0.13244659,0.22468208,0.32275601
947,0.03071990,0.05359060,0.09702557,0.09918079,0.13192114,0.22211048,0.32129127
948,0.03118983,0.04802644,0.09836493,0.10122533,0.12945241,0.21978095,0.32100628
949,0.02867845,0.05579227,0.09966876,0.10353597,0.12569571,0.22170974,0.32524571
950,0.03106324,0.05066743,0.09957482,0.10219564,0.12741120,0.22654036,0.32873600
951,0.02711963,0.04611990,0.09905317,0.09877779,0.13282569,0.23370384,0.33248162
952,0.02907485,0.05506644,0.09832231,0.09827871,0.13493755,0.23499343,0.33327214
953,0.03120923,0.05044769,0.09836195,0.09995638,0.13114634,0.22980802,0.32976440
954,0.02979428,0.04818707,0.09841142,0.10221823,0.12987076,0.22577456,0.32799279
955,0.02851248,0.05173555,0.09741775,0.10516516,0.13264422,0.22414881,0.32931397
956,0.02925458,0.05219708,0.09577572,0.10586400,0.13456348,0.22578433,0.33164833
957,0.02776491,0.05371673,0.09705744,0.10660215,0.13317557,0.22883944,0.33544159
958,0.03041124,0.05370597,0.09694335,0.10555539,0.13271348,0.23195779,0.33751319
959,0.03159755,0.05607159,0.09578215,0.10269060,0.13099375,0.23216814,0.33485874
960,0.02526041,0.05279411,0.09435877,0.09825891,0.12688039,0.22650297,0.32476188
961,0.02970771,0.05681539,0.09432802,0.09541176,0.12586023,0.22403759,0.31944934
962,0.02674454,0.04744459,0.09436934,0.09567568,0.12610938,0.22316241,0.31883810
963,0.03063387,0.04945555,0.09560169,0.09568010,0.12697548,0.22335014,0.31903023
964,0.03090972,0.04856906,0.09677535,0.09709826,0.12917198,0.22742692,0.32452518
965,0.02798949,0.04477495,0.09787240,0.09915822,0.13072261,0.23058115,0.32973937
966,0.03134006,0.04970959,0.09795353,0.09959674,0.12924570,0.23006389,0.32966062
967,0.03196905,0.04946091,0.09879381,0.09860320,0.12804823,0.23016472,0.32876792
968,0.02936306,0.04946974,0.09915262,0.09761847,0.12656228,0.22893441,0.32655288
969,0.03007257,0.05040964,0.09770048,0.09938823,0.12644996,0.23016711,0.32955534
970,0.02788413,0.05211451,0.09592519,0.10211984,0.12585407,0.23198360,0.33410344
971,0.02706218,0.05107316,0.09480724,0.10500951,0.12604372,0.23112628,0.33613579
972,0.02857500,0.04795841,0.09415460,0.10525326,0.12544493,0.22766310,0.33291636
973,0.02977539,0.05179633,0.09302818,0.09921632,0.12621330,0.22517776,0.32439408
974,0.02695793,0.04763690,0.09444841,0.09840485,0.12736180,0.22279181,0.32119666
975,0.03209355,0.04430240,0.09405009,0.09886999,0.12901011,0.22073571,0.31960570
976,0.03102284,0.04979182,0.09602683,0.10254461,0.13117471,0.22345030,0.32599492
977,0.02823347,0.04990810,0.09897093,0.10762779,0.13336915,0.22581160,0.33343939
978,0.02949081,0.05366293,0.09930936,0.10676884,0.13554168,0.22823270,0.33500154
979,0.02794390,0.05758161,0.10009243,0.10314762,0.13354777,0.22785492,0.33100254
980,0.02827875,0.05543717,0.10203982,0.09860395,0.12832916,0.22245188,0.32105583
981,0.02641005,0.04764168,0.10336770,0.09539088,0.12814029,0.21871358,0.31410446
982,0.03209331,0.04735190,0.10180180,0.09338575,0.12629223,0.21887520,0.31226095
983,0.02783390,0.05351823,0.09931082,0.09485821,0.12402949,0.22415701,0.31901521
984,0.02617862,0.04654205,0.09869158,0.10157335,0.12490235,0.22912216,0.33069551
985,0.03093036,0.05116408,0.10358524,0.11343924,0.12691081,0.23137729,0.34481653
986,0.03038905,0.04855802,0.10446036,0.11992056,0.12970881,0.23214266,0.35206322
987,0.03144586,0.04060402,0.10124579,0.12156813,0.13164757,0.23118764,0.35275577
988,0.03122478,0.05767807,0.09670082,0.10980763,0.13360047,0.22827595,0.33808359
989,0.02689413,0.04760750,0.09768195,0.09527820,0.13350020,0.22535217,0.32063037
990,0.02804432,0.04733865,0.10449889,0.09814438,0.13007140,0.22346772,0.32161210
991,0.03311443,0.05181889,0.10105406,0.09805536,0.12762381,0.22369212,0.32174747
992,0.02978820,0.04738551,0.09632257,0.09768962,0.12930952,0.22915585,0.32684547
993,0.02991559,0.04716422,0.09903412,0.10468583,0.13324028,0.23541182,0.34009765
994,0.02627097,0.05583572,0.10274307,0.10839859,0.13098648,0.23230450,0.34070309
995,0.03105476,0.05355817,0.10140830,0.10539931,0.12441719,0.22318561,0.32858492
996,0.03122824,0.05204891,0.09824444,0.09928878,0.12257054,0.21927390,0.31856267
997,0.02618667,0.04650678,0.09815726,0.09413355,0.12391225,0.21982302,0.31395657
998,0.02703226,0.04331339,0.09982698,0.09233980,0.12414608,0.22167070,0.31401050
999,0.02671336,0.05002756,0.09980890,0.09295973,0.12736711,0.22998838,0.32294811
1000,0.02837260,0.04915153,0.09879315,0.09509683,0.13423581,0.23599783,0.33109466
